iTOW,TOD,fTOD,Nt,N4,todValid,dateValid,tAcc
94699700,19082,-299679024,666,8,1,1,2
94699800,19082,-199679045,666,8,1,1,2
94699900,19082,-99679066,666,8,1,1,2
94700000,19082,320913,666,8,1,1,2
94700100,19082,100320892,666,8,1,1,2
94700200,19082,200320871,666,8,1,1,2
94700400,19082,400320830,666,8,1,1,2
94700500,19083,-499679191,666,8,1,1,2
94700600,19083,-399679212,666,8,1,1,2
94700700,19083,-299679233,666,8,1,1,2
94700900,19083,-99679275,666,8,1,1,2
94701000,19083,320704,666,8,1,1,2
94701100,19083,100320683,666,8,1,1,2
94701200,19083,200320662,666,8,1,1,2
94701400,19083,400320621,666,8,1,1,2
94701500,19084,-499679400,666,8,1,1,2
94701600,19084,-399679421,666,8,1,1,2
94701700,19084,-299679442,666,8,1,1,2
94701800,19084,-199679463,666,8,1,1,2
94701900,19084,-99679484,666,8,1,1,2
94702000,19084,320496,666,8,1,1,2
94702100,19084,100320475,666,8,1,1,2
94702200,19084,200320454,666,8,1,1,2
94702300,19084,300320433,666,8,1,1,2
94702500,19085,-499679609,666,8,1,1,2
94702600,19085,-399679629,666,8,1,1,2
94702700,19085,-299679650,666,8,1,1,2
94702800,19085,-199679671,666,8,1,1,2
94703100,19085,100320266,666,8,1,1,2
94703200,19085,200320245,666,8,1,1,2
94703300,19085,300320225,666,8,1,1,2
94703400,19085,400320204,666,8,1,1,2
94703600,19086,-399679838,666,8,1,1,2
94703700,19086,-299679859,666,8,1,1,2
94703800,19086,-199679880,666,8,1,1,2
94703900,19086,-99679900,666,8,1,1,2
94704000,19086,320079,666,8,1,1,2
94704100,19086,100320058,666,8,1,1,2
94704200,19086,200320037,666,8,1,1,2
94704300,19086,300320016,666,8,1,1,2
94704400,19086,400319995,666,8,1,1,2
94704500,19087,-499680026,666,8,1,1,2
94704700,19087,-299680069,666,8,1,1,2
94704800,19087,-199680090,666,8,1,1,2
94704900,19087,-99680111,666,8,1,1,2
94705000,19087,319867,666,8,1,1,2
94705200,19087,200319824,666,8,1,1,2
94705300,19087,300319804,666,8,1,1,2
94705400,19087,400319783,666,8,1,1,2
94705500,19088,-499680238,666,8,1,1,2
94705700,19088,-299680280,666,8,1,1,2
94705800,19088,-199680301,666,8,1,1,2
94705900,19088,-99680322,666,8,1,1,2
94706000,19088,319657,666,8,1,1,2
94706100,19088,100319636,666,8,1,1,2
94706300,19088,300319594,666,8,1,1,2
94706400,19088,400319573,666,8,1,1,2
94706500,19089,-499680447,666,8,1,1,2
94706600,19089,-399680468,666,8,1,1,2
94706800,19089,-199680510,666,8,1,1,2
94706900,19089,-99680531,666,8,1,1,2
94707000,19089,319448,666,8,1,1,2
94707100,19089,100319427,666,8,1,1,2
94707200,19089,200319406,666,8,1,1,2
94707400,19089,400319363,666,8,1,1,2
94707500,19090,-499680658,666,8,1,1,2
94707600,19090,-399680679,666,8,1,1,2
94707700,19090,-299680700,666,8,1,1,2
94707900,19090,-99680742,666,8,1,1,2
94708000,19090,319237,666,8,1,1,2
94708100,19090,100319216,666,8,1,1,2
94708200,19090,200319195,666,8,1,1,2
94708300,19090,300319173,666,8,1,1,2
94708400,19090,400319152,666,8,1,1,2
94708500,19091,-499680869,666,8,1,1,2
94708600,19091,-399680890,666,8,1,1,2
94708700,19091,-299680911,666,8,1,1,2
94708800,19091,-199680932,666,8,1,1,2
94709100,19091,100319005,666,8,1,1,2
94709200,19091,200318984,666,8,1,1,2
94709300,19091,300318963,666,8,1,1,2
94709400,19091,400318942,666,8,1,1,2
94709800,19092,-199681143,666,8,1,1,2
94709900,19092,-99681164,666,8,1,1,2
94710000,19092,318815,666,8,1,1,2
94710100,19092,100318794,666,8,1,1,2
94710400,19092,400318731,666,8,1,1,2
94710500,19093,-499681290,666,8,1,1,2
94710600,19093,-399681311,666,8,1,1,2
94710700,19093,-299681332,666,8,1,1,2
94710900,19093,-99681374,666,8,1,1,2
94711000,19093,318605,666,8,1,1,2
94711100,19093,100318584,666,8,1,1,2
94711200,19093,200318563,666,8,1,1,2
94711300,19093,300318541,666,8,1,1,2
94711500,19094,-499681501,666,8,1,1,2
94711600,19094,-399681522,666,8,1,1,2
94711700,19094,-299681543,666,8,1,1,2
94711800,19094,-199681564,666,8,1,1,2
94712100,19094,100318372,666,8,1,1,2
94712200,19094,200318351,666,8,1,1,2
94712300,19094,300318330,666,8,1,1,2
94712400,19094,400318309,666,8,1,1,2
94712600,19095,-399681734,666,8,1,1,2
94712700,19095,-299681755,666,8,1,1,2
94712800,19095,-199681776,666,8,1,1,2
94712900,19095,-99681798,666,8,1,1,2
94713200,19095,200318139,666,8,1,1,2
94713300,19095,300318118,666,8,1,1,2
94713400,19095,400318096,666,8,1,1,2
94713500,19096,-499681925,666,8,1,1,2
94713800,19096,-199681988,666,8,1,1,2
94713900,19096,-99682009,666,8,1,1,2
94714000,19096,317970,666,8,1,1,2
94714100,19096,100317949,666,8,1,1,2
94714300,19096,300317906,666,8,1,1,2
94714400,19096,400317885,666,8,1,1,2
94714500,19097,-499682136,666,8,1,1,2
94714600,19097,-399682157,666,8,1,1,2
94714800,19097,-199682199,666,8,1,1,2
94714900,19097,-99682220,666,8,1,1,2
94715000,19097,317759,666,8,1,1,2
94715100,19097,100317738,666,8,1,1,2
94715200,19097,200317717,666,8,1,1,2
94715400,19097,400317675,666,8,1,1,2
94715500,19098,-499682346,666,8,1,1,2
94715600,19098,-399682367,666,8,1,1,2
94715700,19098,-299682388,666,8,1,1,2
94715900,19098,-99682430,666,8,1,1,2
94716000,19098,317549,666,8,1,1,2
94716100,19098,100317528,666,8,1,1,2
94716200,19098,200317507,666,8,1,1,2
94716400,19098,400317465,666,8,1,1,2
94716500,19099,-499682556,666,8,1,1,2
94716600,19099,-399682577,666,8,1,1,2
