iTOW,qzssTow,fQzssTow,qzssWno,leapS,qzssTowValid,qzssWnoValid,leapSValid,tAcc
94608000,94608,340340,2390,18,1,1,1,2
94608100,94608,100340319,2390,18,1,1,1,2
94608200,94608,200340298,2390,18,1,1,1,2
94608300,94608,300340277,2390,18,1,1,1,2
94608400,94608,400340257,2390,18,1,1,1,2
94609100,94609,100340110,2390,18,1,1,1,2
94609200,94609,200340088,2390,18,1,1,1,2
94609300,94609,300340067,2390,18,1,1,1,2
94609400,94609,400340046,2390,18,1,1,1,2
94609500,94610,-499659975,2390,18,1,1,1,2
94610200,94610,200339878,2390,18,1,1,1,2
94610300,94610,300339857,2390,18,1,1,1,2
94610400,94610,400339836,2390,18,1,1,1,2
94610500,94611,-499660185,2390,18,1,1,1,2
94611600,94612,-399660416,2390,18,1,1,1,2
94612300,94612,300339437,2390,18,1,1,1,2
94612400,94612,400339416,2390,18,1,1,1,2
94612500,94613,-499660606,2390,18,1,1,1,2
94612600,94613,-399660627,2390,18,1,1,1,2
94612700,94613,-299660648,2390,18,1,1,1,2
94613400,94613,400339204,2390,18,1,1,1,2
94613500,94614,-499660817,2390,18,1,1,1,2
94613600,94614,-399660838,2390,18,1,1,1,2
94613700,94614,-299660858,2390,18,1,1,1,2
94613800,94614,-199660879,2390,18,1,1,1,2
94614600,94615,-399661047,2390,18,1,1,1,2
94614700,94615,-299661068,2390,18,1,1,1,2
94614800,94615,-199661089,2390,18,1,1,1,2
94614900,94615,-99661110,2390,18,1,1,1,2
94615700,94616,-299661278,2390,18,1,1,1,2
94615800,94616,-199661299,2390,18,1,1,1,2
94615900,94616,-99661320,2390,18,1,1,1,2
94616000,94616,338659,2390,18,1,1,1,2
94616100,94616,100338638,2390,18,1,1,1,2
94616900,94617,-99661529,2390,18,1,1,1,2
94617000,94617,338449,2390,18,1,1,1,2
94617100,94617,100338428,2390,18,1,1,1,2
94617200,94617,200338407,2390,18,1,1,1,2
94617300,94617,300338386,2390,18,1,1,1,2
94618100,94618,100338218,2390,18,1,1,1,2
94618200,94618,200338197,2390,18,1,1,1,2
94618300,94618,300338176,2390,18,1,1,1,2
94618400,94618,400338155,2390,18,1,1,1,2
94619100,94619,100338007,2390,18,1,1,1,2
94619200,94619,200337986,2390,18,1,1,1,2
94619300,94619,300337965,2390,18,1,1,1,2
94619400,94619,400337943,2390,18,1,1,1,2
94619500,94620,-499662078,2390,18,1,1,1,2
94619700,94620,-299662120,2390,18,1,1,1,2
94619800,94620,-199662142,2390,18,1,1,1,2
94619900,94620,-99662163,2390,18,1,1,1,2
94620000,94620,337816,2390,18,1,1,1,2
94620200,94620,200337773,2390,18,1,1,1,2
94620300,94620,300337752,2390,18,1,1,1,2
94620400,94620,400337731,2390,18,1,1,1,2
94620500,94621,-499662290,2390,18,1,1,1,2
94620600,94621,-399662311,2390,18,1,1,1,2
94620700,94621,-299662332,2390,18,1,1,1,2
94620800,94621,-199662354,2390,18,1,1,1,2
94620900,94621,-99662375,2390,18,1,1,1,2
94621000,94621,337604,2390,18,1,1,1,2
94621100,94621,100337583,2390,18,1,1,1,2
94621200,94621,200337562,2390,18,1,1,1,2
94621300,94621,300337541,2390,18,1,1,1,2
94621400,94621,400337520,2390,18,1,1,1,2
94621500,94622,-499662502,2390,18,1,1,1,2
94621600,94622,-399662523,2390,18,1,1,1,2
94621700,94622,-299662544,2390,18,1,1,1,2
94621800,94622,-199662565,2390,18,1,1,1,2
94621900,94622,-99662586,2390,18,1,1,1,2
94622000,94622,337393,2390,18,1,1,1,2
94622100,94622,100337372,2390,18,1,1,1,2
94622200,94622,200337351,2390,18,1,1,1,2
94622300,94622,300337330,2390,18,1,1,1,2
94622400,94622,400337309,2390,18,1,1,1,2
94622500,94623,-499662712,2390,18,1,1,1,2
94622600,94623,-399662733,2390,18,1,1,1,2
94622700,94623,-299662754,2390,18,1,1,1,2
94622800,94623,-199662775,2390,18,1,1,1,2
94622900,94623,-99662796,2390,18,1,1,1,2
94623000,94623,337183,2390,18,1,1,1,2
94623100,94623,100337161,2390,18,1,1,1,2
94623200,94623,200337139,2390,18,1,1,1,2
94623300,94623,300337118,2390,18,1,1,1,2
94623400,94623,400337097,2390,18,1,1,1,2
94623500,94624,-499662924,2390,18,1,1,1,2
94623600,94624,-399662945,2390,18,1,1,1,2
94623700,94624,-299662966,2390,18,1,1,1,2
94623800,94624,-199662988,2390,18,1,1,1,2
94623900,94624,-99663009,2390,18,1,1,1,2
94624000,94624,336970,2390,18,1,1,1,2
94624100,94624,100336949,2390,18,1,1,1,2
94624200,94624,200336928,2390,18,1,1,1,2
94624300,94624,300336906,2390,18,1,1,1,2
94624400,94624,400336885,2390,18,1,1,1,3
94624500,94625,-499663136,2390,18,1,1,1,3
94624600,94625,-399663157,2390,18,1,1,1,3
94624700,94625,-299663178,2390,18,1,1,1,2
94624800,94625,-199663199,2390,18,1,1,1,2
94624900,94625,-99663220,2390,18,1,1,1,2
94625000,94625,336755,2390,18,1,1,1,8
94625100,94625,100336733,2390,18,1,1,1,6
94625200,94625,200336713,2390,18,1,1,1,5
94625300,94625,300336692,2390,18,1,1,1,4
94625400,94625,400336670,2390,18,1,1,1,4
94625500,94626,-499663354,2390,18,1,1,1,8
94625600,94626,-399663375,2390,18,1,1,1,6
94625700,94626,-299663394,2390,18,1,1,1,5
94625800,94626,-199663414,2390,18,1,1,1,4
94625900,94626,-99663435,2390,18,1,1,1,4
94626000,94626,336544,2390,18,1,1,1,4
94626100,94626,100336523,2390,18,1,1,1,4
94626200,94626,200336502,2390,18,1,1,1,3
94626300,94626,300336481,2390,18,1,1,1,3
94626400,94626,400336460,2390,18,1,1,1,3
94626500,94627,-499663561,2390,18,1,1,1,3
94626600,94627,-399663582,2390,18,1,1,1,3
94626700,94627,-299663604,2390,18,1,1,1,3
94626800,94627,-199663625,2390,18,1,1,1,3
94626900,94627,-99663646,2390,18,1,1,1,3
94627000,94627,336333,2390,18,1,1,1,3
94627100,94627,100336311,2390,18,1,1,1,3
94627200,94627,200336290,2390,18,1,1,1,3
94627300,94627,300336269,2390,18,1,1,1,3
94627400,94627,400336247,2390,18,1,1,1,3
94627500,94628,-499663774,2390,18,1,1,1,3
94627600,94628,-399663795,2390,18,1,1,1,3
94627700,94628,-299663816,2390,18,1,1,1,3
94627800,94628,-199663837,2390,18,1,1,1,3
94627900,94628,-99663858,2390,18,1,1,1,3
94628000,94628,336121,2390,18,1,1,1,3
94628100,94628,100336100,2390,18,1,1,1,3
94628200,94628,200336080,2390,18,1,1,1,9
94628400,94628,400336037,2390,18,1,1,1,6
94628500,94629,-499663984,2390,18,1,1,1,9
94628600,94629,-399664005,2390,18,1,1,1,9
94628700,94629,-299664029,2390,18,1,1,1,9
94628800,94629,-199664043,2390,18,1,1,1,9
94628900,94629,-99664067,2390,18,1,1,1,9
94629000,94629,335911,2390,18,1,1,1,9
94629100,94629,100335891,2390,18,1,1,1,9
94629200,94629,200335870,2390,18,1,1,1,9
94629300,94629,300335852,2390,18,1,1,1,9
94629400,94629,400335829,2390,18,1,1,1,9
94629500,94630,-499664190,2390,18,1,1,1,9
94629600,94630,-399664212,2390,18,1,1,1,9
94629700,94630,-299664236,2390,18,1,1,1,7
94629900,94630,-99664278,2390,18,1,1,1,9
94630000,94630,335703,2390,18,1,1,1,9
94630200,94630,200335658,2390,18,1,1,1,9
94630300,94630,300335638,2390,18,1,1,1,9
94630400,94630,400335616,2390,18,1,1,1,9
94630500,94631,-499664407,2390,18,1,1,1,9
94630600,94631,-399664427,2390,18,1,1,1,9
94630700,94631,-299664447,2390,18,1,1,1,9
94630800,94631,-199664467,2390,18,1,1,1,9
94630900,94631,-99664486,2390,18,1,1,1,9
94631000,94631,335491,2390,18,1,1,1,9
94631100,94631,100335469,2390,18,1,1,1,9
94631200,94631,200335450,2390,18,1,1,1,9
94631300,94631,300335430,2390,18,1,1,1,9
94631400,94631,400335408,2390,18,1,1,1,9
94631500,94632,-499664614,2390,18,1,1,1,9
94631600,94632,-399664636,2390,18,1,1,1,9
94631700,94632,-299664655,2390,18,1,1,1,10
94631800,94632,-199664673,2390,18,1,1,1,10
94631900,94632,-99664695,2390,18,1,1,1,9
94632000,94632,335284,2390,18,1,1,1,10
94632100,94632,100335262,2390,18,1,1,1,10
94632200,94632,200335245,2390,18,1,1,1,9
94632300,94632,300335222,2390,18,1,1,1,9
94632400,94632,400335201,2390,18,1,1,1,10
94632500,94633,-499664832,2390,18,1,1,1,10
94632600,94633,-399664839,2390,18,1,1,1,9
94632700,94633,-299664863,2390,18,1,1,1,9
94632800,94633,-199664883,2390,18,1,1,1,10
94632900,94633,-99664902,2390,18,1,1,1,10
94633000,94633,335078,2390,18,1,1,1,10
94633200,94633,200335034,2390,18,1,1,1,10
94633300,94633,300335011,2390,18,1,1,1,10
94633400,94633,400334993,2390,18,1,1,1,10
94633500,94634,-499665031,2390,18,1,1,1,10
94633600,94634,-399665050,2390,18,1,1,1,10
94633700,94634,-299665070,2390,18,1,1,1,10
94633800,94634,-199665090,2390,18,1,1,1,10
94633900,94634,-99665114,2390,18,1,1,1,10
94634000,94634,334867,2390,18,1,1,1,10
94634100,94634,100334846,2390,18,1,1,1,10
94634200,94634,200334827,2390,18,1,1,1,10
94634300,94634,300334804,2390,18,1,1,1,10
94634400,94634,400334784,2390,18,1,1,1,10
94634500,94635,-499665238,2390,18,1,1,1,10
94634600,94635,-399665258,2390,18,1,1,1,10
94634700,94635,-299665277,2390,18,1,1,1,10
94634800,94635,-199665300,2390,18,1,1,1,10
94634900,94635,-99665320,2390,18,1,1,1,10
94635000,94635,334659,2390,18,1,1,1,10
94635100,94635,100334635,2390,18,1,1,1,7
94635200,94635,200334614,2390,18,1,1,1,6
94635300,94635,300334594,2390,18,1,1,1,6
94635400,94635,400334574,2390,18,1,1,1,5
94635500,94636,-499665446,2390,18,1,1,1,5
94635600,94636,-399665467,2390,18,1,1,1,4
94635700,94636,-299665488,2390,18,1,1,1,4
94635800,94636,-199665509,2390,18,1,1,1,4
94635900,94636,-99665530,2390,18,1,1,1,4
94636000,94636,334447,2390,18,1,1,1,10
94636100,94636,100334429,2390,18,1,1,1,10
94636200,94636,200334405,2390,18,1,1,1,10
94636300,94636,300334386,2390,18,1,1,1,10
94636400,94636,400334365,2390,18,1,1,1,10
94636500,94637,-499665657,2390,18,1,1,1,10
94636600,94637,-399665678,2390,18,1,1,1,10
94636700,94637,-299665699,2390,18,1,1,1,10
94636800,94637,-199665720,2390,18,1,1,1,10
94636900,94637,-99665738,2390,18,1,1,1,11
94637000,94637,334241,2390,18,1,1,1,10
94637100,94637,100334220,2390,18,1,1,1,10
94637200,94637,200334199,2390,18,1,1,1,10
94637300,94637,300334177,2390,18,1,1,1,10
94637400,94637,400334156,2390,18,1,1,1,10
94637500,94638,-499665865,2390,18,1,1,1,10
94637600,94638,-399665887,2390,18,1,1,1,10
94637700,94638,-299665908,2390,18,1,1,1,10
94637800,94638,-199665929,2390,18,1,1,1,10
94637900,94638,-99665950,2390,18,1,1,1,10
94638000,94638,334029,2390,18,1,1,1,10
94638100,94638,100334009,2390,18,1,1,1,10
94638200,94638,200333989,2390,18,1,1,1,10
94638300,94638,300333968,2390,18,1,1,1,10
94638400,94638,400333945,2390,18,1,1,1,9
94638500,94639,-499666076,2390,18,1,1,1,9
94638600,94639,-399666097,2390,18,1,1,1,9
94638700,94639,-299666118,2390,18,1,1,1,9
94638800,94639,-199666139,2390,18,1,1,1,9
94638900,94639,-99666160,2390,18,1,1,1,9
94639000,94639,333819,2390,18,1,1,1,9
94639100,94639,100333798,2390,18,1,1,1,9
94639200,94639,200333777,2390,18,1,1,1,10
94639300,94639,300333756,2390,18,1,1,1,10
94639400,94639,400333736,2390,18,1,1,1,10
94639500,94640,-499666286,2390,18,1,1,1,10
94639600,94640,-399666305,2390,18,1,1,1,10
94639700,94640,-299666328,2390,18,1,1,1,10
94639800,94640,-199666349,2390,18,1,1,1,10
94639900,94640,-99666370,2390,18,1,1,1,10
94640000,94640,333610,2390,18,1,1,1,10
94640100,94640,100333589,2390,18,1,1,1,10
94640200,94640,200333569,2390,18,1,1,1,10
94640300,94640,300333548,2390,18,1,1,1,10
94640400,94640,400333529,2390,18,1,1,1,10
94640500,94641,-499666494,2390,18,1,1,1,10
94640600,94641,-399666515,2390,18,1,1,1,9
94640700,94641,-299666536,2390,18,1,1,1,9
94640800,94641,-199666557,2390,18,1,1,1,9
94640900,94641,-99666578,2390,18,1,1,1,9
94641000,94641,333400,2390,18,1,1,1,9
94641100,94641,100333380,2390,18,1,1,1,10
94641200,94641,200333359,2390,18,1,1,1,10
94641300,94641,300333337,2390,18,1,1,1,10
94641400,94641,400333317,2390,18,1,1,1,10
94641500,94642,-499666704,2390,18,1,1,1,10
94641600,94642,-399666727,2390,18,1,1,1,10
94641700,94642,-299666745,2390,18,1,1,1,10
94641800,94642,-199666764,2390,18,1,1,1,10
94641900,94642,-99666785,2390,18,1,1,1,10
94642000,94642,333196,2390,18,1,1,1,10
94642100,94642,100333175,2390,18,1,1,1,10
94642200,94642,200333155,2390,18,1,1,1,10
94642300,94642,300333133,2390,18,1,1,1,10
94642400,94642,400333112,2390,18,1,1,1,10
94642500,94643,-499666909,2390,18,1,1,1,10
94642600,94643,-399666930,2390,18,1,1,1,10
94642700,94643,-299666950,2390,18,1,1,1,10
94642800,94643,-199666973,2390,18,1,1,1,10
94642900,94643,-99666994,2390,18,1,1,1,10
94643000,94643,332984,2390,18,1,1,1,10
94643100,94643,100332964,2390,18,1,1,1,10
94643200,94643,200332942,2390,18,1,1,1,10
94643300,94643,300332921,2390,18,1,1,1,10
94643400,94643,400332900,2390,18,1,1,1,10
94643500,94644,-499667121,2390,18,1,1,1,10
94643600,94644,-399667143,2390,18,1,1,1,10
94643700,94644,-299667164,2390,18,1,1,1,10
94643800,94644,-199667185,2390,18,1,1,1,10
94643900,94644,-99667205,2390,18,1,1,1,10
94644000,94644,332773,2390,18,1,1,1,10
94644100,94644,100332753,2390,18,1,1,1,10
94644200,94644,200332731,2390,18,1,1,1,10
94644300,94644,300332711,2390,18,1,1,1,10
94644400,94644,400332690,2390,18,1,1,1,10
94644500,94645,-499667331,2390,18,1,1,1,10
94644600,94645,-399667352,2390,18,1,1,1,10
94644700,94645,-299667373,2390,18,1,1,1,10
94644800,94645,-199667394,2390,18,1,1,1,10
94644900,94645,-99667415,2390,18,1,1,1,10
94645000,94645,332563,2390,18,1,1,1,10
94645100,94645,100332543,2390,18,1,1,1,10
94645200,94645,200332521,2390,18,1,1,1,10
94645300,94645,300332500,2390,18,1,1,1,10
94645400,94645,400332480,2390,18,1,1,1,10
94645500,94646,-499667542,2390,18,1,1,1,10
94645600,94646,-399667563,2390,18,1,1,1,10
94645700,94646,-299667585,2390,18,1,1,1,10
94645800,94646,-199667606,2390,18,1,1,1,10
94645900,94646,-99667626,2390,18,1,1,1,10
94646000,94646,332352,2390,18,1,1,1,10
94646100,94646,100332331,2390,18,1,1,1,10
94646200,94646,200332310,2390,18,1,1,1,9
94646300,94646,300332289,2390,18,1,1,1,9
94646400,94646,400332268,2390,18,1,1,1,9
94646500,94647,-499667752,2390,18,1,1,1,10
94646600,94647,-399667773,2390,18,1,1,1,10
94646700,94647,-299667794,2390,18,1,1,1,10
94646800,94647,-199667815,2390,18,1,1,1,10
94646900,94647,-99667836,2390,18,1,1,1,10
94647000,94647,332143,2390,18,1,1,1,10
94647100,94647,100332121,2390,18,1,1,1,10
94647200,94647,200332101,2390,18,1,1,1,10
94647300,94647,300332079,2390,18,1,1,1,10
94647400,94647,400332058,2390,18,1,1,1,10
94647500,94648,-499667963,2390,18,1,1,1,10
94647600,94648,-399667984,2390,18,1,1,1,10
94647700,94648,-299668004,2390,18,1,1,1,10
94647800,94648,-199668025,2390,18,1,1,1,10
94647900,94648,-99668046,2390,18,1,1,1,10
94648000,94648,331933,2390,18,1,1,1,10
94648100,94648,100331912,2390,18,1,1,1,10
94648200,94648,200331891,2390,18,1,1,1,10
94648300,94648,300331870,2390,18,1,1,1,10
94648400,94648,400331849,2390,18,1,1,1,10
94648500,94649,-499668172,2390,18,1,1,1,10
94648600,94649,-399668193,2390,18,1,1,1,10
94648700,94649,-299668214,2390,18,1,1,1,10
94648800,94649,-199668235,2390,18,1,1,1,10
94648900,94649,-99668255,2390,18,1,1,1,10
94649000,94649,331724,2390,18,1,1,1,10
94649100,94649,100331703,2390,18,1,1,1,10
94649200,94649,200331682,2390,18,1,1,1,10
94649300,94649,300331661,2390,18,1,1,1,10
94649400,94649,400331640,2390,18,1,1,1,10
94649500,94650,-499668381,2390,18,1,1,1,10
94649600,94650,-399668403,2390,18,1,1,1,10
94649700,94650,-299668424,2390,18,1,1,1,10
94649800,94650,-199668445,2390,18,1,1,1,10
94649900,94650,-99668466,2390,18,1,1,1,10
94650000,94650,331512,2390,18,1,1,1,10
94650100,94650,100331492,2390,18,1,1,1,10
94650200,94650,200331470,2390,18,1,1,1,10
94650300,94650,300331449,2390,18,1,1,1,10
94650400,94650,400331428,2390,18,1,1,1,10
94650500,94651,-499668593,2390,18,1,1,1,10
94650600,94651,-399668613,2390,18,1,1,1,10
94650700,94651,-299668634,2390,18,1,1,1,10
94650800,94651,-199668655,2390,18,1,1,1,10
94650900,94651,-99668675,2390,18,1,1,1,10
94651000,94651,331302,2390,18,1,1,1,10
94651100,94651,100331284,2390,18,1,1,1,10
94651200,94651,200331260,2390,18,1,1,1,10
94651300,94651,300331241,2390,18,1,1,1,10
94651400,94651,400331220,2390,18,1,1,1,10
94651500,94652,-499668801,2390,18,1,1,1,10
94651600,94652,-399668822,2390,18,1,1,1,10
94651700,94652,-299668841,2390,18,1,1,1,10
94651800,94652,-199668861,2390,18,1,1,1,10
94651900,94652,-99668882,2390,18,1,1,1,10
94652000,94652,331095,2390,18,1,1,1,10
94652200,94652,200331053,2390,18,1,1,1,10
94652300,94652,300331031,2390,18,1,1,1,10
94652400,94652,400331012,2390,18,1,1,1,10
94652500,94653,-499669008,2390,18,1,1,1,10
94652600,94653,-399669031,2390,18,1,1,1,10
94652700,94653,-299669055,2390,18,1,1,1,10
94652800,94653,-199669077,2390,18,1,1,1,10
94652900,94653,-99669100,2390,18,1,1,1,10
94653000,94653,330879,2390,18,1,1,1,10
94653100,94653,100330863,2390,18,1,1,1,10
94653200,94653,200330836,2390,18,1,1,1,10
94653300,94653,300330816,2390,18,1,1,1,10
94653400,94653,400330796,2390,18,1,1,1,10
94653500,94654,-499669222,2390,18,1,1,1,10
94653600,94654,-399669242,2390,18,1,1,1,10
94653700,94654,-299669264,2390,18,1,1,1,10
94653800,94654,-199669288,2390,18,1,1,1,10
94653900,94654,-99669307,2390,18,1,1,1,10
94654000,94654,330672,2390,18,1,1,1,10
94654100,94654,100330652,2390,18,1,1,1,10
94654200,94654,200330629,2390,18,1,1,1,10
94654300,94654,300330608,2390,18,1,1,1,10
94654400,94654,400330587,2390,18,1,1,1,9
94654500,94655,-499669431,2390,18,1,1,1,9
94654600,94655,-399669450,2390,18,1,1,1,9
94654700,94655,-299669475,2390,18,1,1,1,9
94654800,94655,-199669497,2390,18,1,1,1,9
94654900,94655,-99669513,2390,18,1,1,1,9
94655000,94655,330465,2390,18,1,1,1,9
94655200,94655,200330422,2390,18,1,1,1,9
94655300,94655,300330404,2390,18,1,1,1,9
94655400,94655,400330380,2390,18,1,1,1,9
94655500,94656,-499669645,2390,18,1,1,1,9
94655600,94656,-399669669,2390,18,1,1,1,9
94655700,94656,-299669688,2390,18,1,1,1,9
94655800,94656,-199669713,2390,18,1,1,1,9
94655900,94656,-99669730,2390,18,1,1,1,9
94656000,94656,330247,2390,18,1,1,1,9
94656200,94656,200330207,2390,18,1,1,1,9
94656300,94656,300330186,2390,18,1,1,1,9
94656400,94656,400330162,2390,18,1,1,1,9
94656500,94657,-499669858,2390,18,1,1,1,9
94656600,94657,-399669878,2390,18,1,1,1,9
94656700,94657,-299669902,2390,18,1,1,1,9
94656800,94657,-199669922,2390,18,1,1,1,9
94656900,94657,-99669944,2390,18,1,1,1,9
94657000,94657,330033,2390,18,1,1,1,9
94657100,94657,100330013,2390,18,1,1,1,9
94657200,94657,200329994,2390,18,1,1,1,9
94657300,94657,300329972,2390,18,1,1,1,9
94657400,94657,400329950,2390,18,1,1,1,9
94657500,94658,-499670071,2390,18,1,1,1,9
94657600,94658,-399670094,2390,18,1,1,1,6
94657700,94658,-299670114,2390,18,1,1,1,5
94657800,94658,-199670136,2390,18,1,1,1,5
94657900,94658,-99670157,2390,18,1,1,1,4
94658000,94658,329823,2390,18,1,1,1,4
94658100,94658,100329804,2390,18,1,1,1,9
94658200,94658,200329783,2390,18,1,1,1,8
94658300,94658,300329761,2390,18,1,1,1,9
94658400,94658,400329741,2390,18,1,1,1,8
94658500,94659,-499670281,2390,18,1,1,1,9
94658600,94659,-399670302,2390,18,1,1,1,9
94658700,94659,-299670322,2390,18,1,1,1,9
94658800,94659,-199670342,2390,18,1,1,1,9
94658900,94659,-99670362,2390,18,1,1,1,9
94659000,94659,329616,2390,18,1,1,1,9
94659100,94659,100329595,2390,18,1,1,1,9
94659200,94659,200329571,2390,18,1,1,1,9
94659300,94659,300329550,2390,18,1,1,1,9
94659400,94659,400329530,2390,18,1,1,1,9
94659500,94660,-499670491,2390,18,1,1,1,9
94659600,94660,-399670512,2390,18,1,1,1,9
94659700,94660,-299670531,2390,18,1,1,1,9
94659800,94660,-199670557,2390,18,1,1,1,9
94659900,94660,-99670579,2390,18,1,1,1,9
94660000,94660,329402,2390,18,1,1,1,9
94660100,94660,100329383,2390,18,1,1,1,9
94660200,94660,200329364,2390,18,1,1,1,9
94660300,94660,300329343,2390,18,1,1,1,9
94660400,94660,400329321,2390,18,1,1,1,8
94660500,94661,-499670699,2390,18,1,1,1,8
94660600,94661,-399670721,2390,18,1,1,1,9
94660700,94661,-299670745,2390,18,1,1,1,9
94660800,94661,-199670766,2390,18,1,1,1,9
94660900,94661,-99670787,2390,18,1,1,1,9
94661000,94661,329195,2390,18,1,1,1,9
94661100,94661,100329173,2390,18,1,1,1,9
94661200,94661,200329152,2390,18,1,1,1,9
94661300,94661,300329131,2390,18,1,1,1,9
94661400,94661,400329111,2390,18,1,1,1,9
94661500,94662,-499670913,2390,18,1,1,1,9
94661600,94662,-399670930,2390,18,1,1,1,9
94661700,94662,-299670952,2390,18,1,1,1,9
94661800,94662,-199670974,2390,18,1,1,1,9
94661900,94662,-99670995,2390,18,1,1,1,9
94662000,94662,328983,2390,18,1,1,1,9
94662100,94662,100328962,2390,18,1,1,1,9
94662200,94662,200328936,2390,18,1,1,1,9
94662300,94662,300328915,2390,18,1,1,1,7
94662400,94662,400328894,2390,18,1,1,1,5
94662500,94663,-499671127,2390,18,1,1,1,5
94662600,94663,-399671148,2390,18,1,1,1,4
94662700,94663,-299671169,2390,18,1,1,1,4
94662800,94663,-199671190,2390,18,1,1,1,4
94662900,94663,-99671212,2390,18,1,1,1,8
94663000,94663,328767,2390,18,1,1,1,8
94663100,94663,100328746,2390,18,1,1,1,8
94663200,94663,200328725,2390,18,1,1,1,8
94663300,94663,300328705,2390,18,1,1,1,8
94663400,94663,400328685,2390,18,1,1,1,8
94663500,94664,-499671337,2390,18,1,1,1,8
94663600,94664,-399671357,2390,18,1,1,1,9
94663700,94664,-299671377,2390,18,1,1,1,8
94663800,94664,-199671398,2390,18,1,1,1,8
94663900,94664,-99671421,2390,18,1,1,1,6
94664000,94664,328559,2390,18,1,1,1,8
94664100,94664,100328537,2390,18,1,1,1,8
94664200,94664,200328515,2390,18,1,1,1,8
94664300,94664,300328490,2390,18,1,1,1,8
94664400,94664,400328473,2390,18,1,1,1,8
94664500,94665,-499671548,2390,18,1,1,1,8
94664600,94665,-399671568,2390,18,1,1,1,8
94664700,94665,-299671590,2390,18,1,1,1,8
94664800,94665,-199671610,2390,18,1,1,1,8
94664900,94665,-99671631,2390,18,1,1,1,6
94665000,94665,328349,2390,18,1,1,1,8
94665100,94665,100328328,2390,18,1,1,1,8
94665200,94665,200328306,2390,18,1,1,1,8
94665300,94665,300328283,2390,18,1,1,1,8
94665400,94665,400328261,2390,18,1,1,1,8
94665500,94666,-499671760,2390,18,1,1,1,8
94665600,94666,-399671783,2390,18,1,1,1,8
94665700,94666,-299671803,2390,18,1,1,1,6
94665800,94666,-199671824,2390,18,1,1,1,8
94665900,94666,-99671846,2390,18,1,1,1,8
94666000,94666,328130,2390,18,1,1,1,8
94666100,94666,100328108,2390,18,1,1,1,8
94666200,94666,200328089,2390,18,1,1,1,6
94666300,94666,300328067,2390,18,1,1,1,8
94666400,94666,400328045,2390,18,1,1,1,7
94666500,94667,-499671976,2390,18,1,1,1,7
94666600,94667,-399671998,2390,18,1,1,1,8
94666700,94667,-299672019,2390,18,1,1,1,6
94666800,94667,-199672040,2390,18,1,1,1,8
94666900,94667,-99672061,2390,18,1,1,1,8
94667000,94667,327918,2390,18,1,1,1,7
94667100,94667,100327896,2390,18,1,1,1,8
94667200,94667,200327876,2390,18,1,1,1,6
94667300,94667,300327855,2390,18,1,1,1,5
94667400,94667,400327834,2390,18,1,1,1,4
94667500,94668,-499672187,2390,18,1,1,1,4
94667600,94668,-399672208,2390,18,1,1,1,4
94667700,94668,-299672230,2390,18,1,1,1,4
94667800,94668,-199672251,2390,18,1,1,1,3
94667900,94668,-99672272,2390,18,1,1,1,3
94668000,94668,327706,2390,18,1,1,1,3
94668100,94668,100327685,2390,18,1,1,1,3
94668200,94668,200327664,2390,18,1,1,1,3
94668300,94668,300327642,2390,18,1,1,1,3
94668400,94668,400327621,2390,18,1,1,1,3
94668500,94669,-499672400,2390,18,1,1,1,3
94668600,94669,-399672422,2390,18,1,1,1,3
94668700,94669,-299672443,2390,18,1,1,1,3
94668800,94669,-199672465,2390,18,1,1,1,3
94668900,94669,-99672486,2390,18,1,1,1,3
94669000,94669,327493,2390,18,1,1,1,3
94669100,94669,100327472,2390,18,1,1,1,3
94669200,94669,200327450,2390,18,1,1,1,3
94669300,94669,300327429,2390,18,1,1,1,3
94669400,94669,400327408,2390,18,1,1,1,3
94669500,94670,-499672613,2390,18,1,1,1,3
94669600,94670,-399672634,2390,18,1,1,1,3
94669700,94670,-299672655,2390,18,1,1,1,3
94669800,94670,-199672677,2390,18,1,1,1,3
94669900,94670,-99672698,2390,18,1,1,1,3
94670000,94670,327281,2390,18,1,1,1,3
94670100,94670,100327260,2390,18,1,1,1,3
94670200,94670,200327238,2390,18,1,1,1,3
94670300,94670,300327217,2390,18,1,1,1,3
94670400,94670,400327196,2390,18,1,1,1,3
94670500,94671,-499672825,2390,18,1,1,1,3
94670600,94671,-399672846,2390,18,1,1,1,3
94670700,94671,-299672867,2390,18,1,1,1,3
94670800,94671,-199672889,2390,18,1,1,1,3
94670900,94671,-99672910,2390,18,1,1,1,3
94671000,94671,327069,2390,18,1,1,1,3
94671100,94671,100327048,2390,18,1,1,1,3
94671200,94671,200327027,2390,18,1,1,1,3
94671300,94671,300327006,2390,18,1,1,1,2
94671400,94671,400326985,2390,18,1,1,1,2
94671500,94672,-499673036,2390,18,1,1,1,2
94671600,94672,-399673057,2390,18,1,1,1,2
94671700,94672,-299673078,2390,18,1,1,1,2
94671800,94672,-199673099,2390,18,1,1,1,2
94671900,94672,-99673120,2390,18,1,1,1,2
94672000,94672,326859,2390,18,1,1,1,2
94672100,94672,100326837,2390,18,1,1,1,2
94672200,94672,200326816,2390,18,1,1,1,2
94672300,94672,300326795,2390,18,1,1,1,3
94672400,94672,400326774,2390,18,1,1,1,3
94672500,94673,-499673247,2390,18,1,1,1,3
94672600,94673,-399673268,2390,18,1,1,1,3
94672700,94673,-299673290,2390,18,1,1,1,3
