iTOW,SOW,fSOW,week,leapS,sowValid,weekValid,leapSValid,tAcc
94608300,94594,300340259,1034,4,1,1,1,2
94608400,94594,400340238,1034,4,1,1,1,2
94609100,94595,100340091,1034,4,1,1,1,2
94609200,94595,200340070,1034,4,1,1,1,2
94609300,94595,300340049,1034,4,1,1,1,2
94609400,94595,400340028,1034,4,1,1,1,2
94609500,94596,-499659993,1034,4,1,1,1,2
94610200,94596,200339860,1034,4,1,1,1,2
94610300,94596,300339839,1034,4,1,1,1,2
94610400,94596,400339817,1034,4,1,1,1,2
94610500,94597,-499660203,1034,4,1,1,1,2
94610600,94597,-399660224,1034,4,1,1,1,2
94611600,94598,-399660434,1034,4,1,1,1,2
94612300,94598,300339418,1034,4,1,1,1,2
94612400,94598,400339397,1034,4,1,1,1,2
94612500,94599,-499660624,1034,4,1,1,1,2
94612600,94599,-399660645,1034,4,1,1,1,2
94612700,94599,-299660666,1034,4,1,1,1,2
94613400,94599,400339186,1034,4,1,1,1,2
94613500,94600,-499660835,1034,4,1,1,1,2
94613600,94600,-399660856,1034,4,1,1,1,2
94613700,94600,-299660877,1034,4,1,1,1,2
94613800,94600,-199660898,1034,4,1,1,1,2
94614600,94601,-399661066,1034,4,1,1,1,2
94614700,94601,-299661086,1034,4,1,1,1,2
94614800,94601,-199661107,1034,4,1,1,1,2
94614900,94601,-99661128,1034,4,1,1,1,2
94615700,94602,-299661296,1034,4,1,1,1,2
94615800,94602,-199661317,1034,4,1,1,1,2
94615900,94602,-99661338,1034,4,1,1,1,2
94616000,94602,338641,1034,4,1,1,1,2
94616100,94602,100338620,1034,4,1,1,1,2
94616900,94603,-99661548,1034,4,1,1,1,2
94617000,94603,338431,1034,4,1,1,1,2
94617100,94603,100338410,1034,4,1,1,1,2
94617200,94603,200338389,1034,4,1,1,1,2
94617300,94603,300338367,1034,4,1,1,1,2
94618100,94604,100338199,1034,4,1,1,1,2
94618200,94604,200338178,1034,4,1,1,1,2
94618300,94604,300338157,1034,4,1,1,1,2
94618400,94604,400338136,1034,4,1,1,1,2
94619100,94605,100337989,1034,4,1,1,1,2
94619200,94605,200337967,1034,4,1,1,1,2
94619300,94605,300337946,1034,4,1,1,1,2
94619400,94605,400337925,1034,4,1,1,1,2
94619500,94606,-499662096,1034,4,1,1,1,2
94619700,94606,-299662139,1034,4,1,1,1,2
94619800,94606,-199662160,1034,4,1,1,1,2
94619900,94606,-99662181,1034,4,1,1,1,2
94620000,94606,337797,1034,4,1,1,1,2
94620200,94606,200337755,1034,4,1,1,1,2
94620300,94606,300337733,1034,4,1,1,1,2
94620400,94606,400337712,1034,4,1,1,1,2
94620500,94607,-499662309,1034,4,1,1,1,2
94620600,94607,-399662330,1034,4,1,1,1,2
94620700,94607,-299662351,1034,4,1,1,1,2
94620800,94607,-199662372,1034,4,1,1,1,2
94620900,94607,-99662393,1034,4,1,1,1,2
94621000,94607,337585,1034,4,1,1,1,2
94621100,94607,100337565,1034,4,1,1,1,2
94621200,94607,200337544,1034,4,1,1,1,2
94621300,94607,300337522,1034,4,1,1,1,2
94621400,94607,400337501,1034,4,1,1,1,2
94621500,94608,-499662520,1034,4,1,1,1,2
94621600,94608,-399662541,1034,4,1,1,1,2
94621700,94608,-299662562,1034,4,1,1,1,2
94621800,94608,-199662583,1034,4,1,1,1,2
94621900,94608,-99662604,1034,4,1,1,1,2
94622000,94608,337374,1034,4,1,1,1,2
94622100,94608,100337353,1034,4,1,1,1,2
94622200,94608,200337333,1034,4,1,1,1,2
94622300,94608,300337312,1034,4,1,1,1,2
94622400,94608,400337291,1034,4,1,1,1,2
94622500,94609,-499662731,1034,4,1,1,1,2
94622600,94609,-399662752,1034,4,1,1,1,2
94622700,94609,-299662773,1034,4,1,1,1,2
94622800,94609,-199662794,1034,4,1,1,1,2
94622900,94609,-99662815,1034,4,1,1,1,2
94623000,94609,337164,1034,4,1,1,1,2
94623100,94609,100337142,1034,4,1,1,1,2
94623200,94609,200337121,1034,4,1,1,1,2
94623300,94609,300337100,1034,4,1,1,1,2
94623400,94609,400337079,1034,4,1,1,1,2
94623500,94610,-499662942,1034,4,1,1,1,2
94623600,94610,-399662963,1034,4,1,1,1,2
94623700,94610,-299662985,1034,4,1,1,1,2
94623800,94610,-199663007,1034,4,1,1,1,2
94623900,94610,-99663028,1034,4,1,1,1,2
94624000,94610,336952,1034,4,1,1,1,2
94624100,94610,100336931,1034,4,1,1,1,2
94624200,94610,200336910,1034,4,1,1,1,2
94624300,94610,300336888,1034,4,1,1,1,2
94624400,94610,400336866,1034,4,1,1,1,2
94624500,94611,-499663155,1034,4,1,1,1,2
94624600,94611,-399663176,1034,4,1,1,1,2
94624700,94611,-299663196,1034,4,1,1,1,2
94624800,94611,-199663217,1034,4,1,1,1,2
94624900,94611,-99663239,1034,4,1,1,1,2
94625000,94611,336736,1034,4,1,1,1,7
94625100,94611,100336715,1034,4,1,1,1,5
94625200,94611,200336695,1034,4,1,1,1,5
94625300,94611,300336673,1034,4,1,1,1,4
94625400,94611,400336652,1034,4,1,1,1,4
94625500,94612,-499663372,1034,4,1,1,1,7
94625600,94612,-399663394,1034,4,1,1,1,5
94625700,94612,-299663413,1034,4,1,1,1,5
94625800,94612,-199663433,1034,4,1,1,1,4
94625900,94612,-99663454,1034,4,1,1,1,4
94626000,94612,336525,1034,4,1,1,1,3
94626100,94612,100336504,1034,4,1,1,1,3
94626200,94612,200336484,1034,4,1,1,1,3
94626300,94612,300336463,1034,4,1,1,1,3
94626400,94612,400336442,1034,4,1,1,1,3
94626500,94613,-499663579,1034,4,1,1,1,3
94626600,94613,-399663601,1034,4,1,1,1,3
94626700,94613,-299663622,1034,4,1,1,1,3
94626800,94613,-199663643,1034,4,1,1,1,3
94626900,94613,-99663665,1034,4,1,1,1,3
94627000,94613,336314,1034,4,1,1,1,3
94627100,94613,100336293,1034,4,1,1,1,3
94627200,94613,200336271,1034,4,1,1,1,3
94627300,94613,300336250,1034,4,1,1,1,3
94627400,94613,400336229,1034,4,1,1,1,3
94627500,94614,-499663792,1034,4,1,1,1,3
94627600,94614,-399663813,1034,4,1,1,1,3
94627700,94614,-299663834,1034,4,1,1,1,3
94627800,94614,-199663856,1034,4,1,1,1,3
94627900,94614,-99663877,1034,4,1,1,1,3
94628000,94614,336102,1034,4,1,1,1,3
94628100,94614,100336081,1034,4,1,1,1,3
94628200,94614,200336061,1034,4,1,1,1,8
94628400,94614,400336019,1034,4,1,1,1,6
94628500,94615,-499664003,1034,4,1,1,1,8
94628600,94615,-399664024,1034,4,1,1,1,8
94628700,94615,-299664047,1034,4,1,1,1,9
94628800,94615,-199664061,1034,4,1,1,1,9
94628900,94615,-99664085,1034,4,1,1,1,9
94629000,94615,335893,1034,4,1,1,1,9
94629100,94615,100335873,1034,4,1,1,1,9
94629200,94615,200335851,1034,4,1,1,1,8
94629300,94615,300335833,1034,4,1,1,1,9
94629400,94615,400335811,1034,4,1,1,1,9
94629500,94616,-499664209,1034,4,1,1,1,8
94629600,94616,-399664230,1034,4,1,1,1,9
94629700,94616,-299664254,1034,4,1,1,1,6
94629900,94616,-99664297,1034,4,1,1,1,9
94630000,94616,335684,1034,4,1,1,1,9
94630200,94616,200335639,1034,4,1,1,1,8
94630300,94616,300335619,1034,4,1,1,1,9
94630400,94616,400335597,1034,4,1,1,1,9
94630500,94617,-499664425,1034,4,1,1,1,9
94630600,94617,-399664446,1034,4,1,1,1,9
94630700,94617,-299664466,1034,4,1,1,1,9
94630800,94617,-199664485,1034,4,1,1,1,9
94630900,94617,-99664505,1034,4,1,1,1,9
94631000,94617,335472,1034,4,1,1,1,9
94631100,94617,100335450,1034,4,1,1,1,9
94631200,94617,200335431,1034,4,1,1,1,9
94631300,94617,300335411,1034,4,1,1,1,9
94631400,94617,400335389,1034,4,1,1,1,9
94631500,94618,-499664633,1034,4,1,1,1,9
94631600,94618,-399664654,1034,4,1,1,1,9
94631700,94618,-299664673,1034,4,1,1,1,9
94631800,94618,-199664692,1034,4,1,1,1,9
94631900,94618,-99664714,1034,4,1,1,1,9
94632000,94618,335265,1034,4,1,1,1,9
94632100,94618,100335244,1034,4,1,1,1,9
94632200,94618,200335227,1034,4,1,1,1,9
94632300,94618,300335203,1034,4,1,1,1,9
94632400,94618,400335183,1034,4,1,1,1,9
94632500,94619,-499664851,1034,4,1,1,1,9
94632600,94619,-399664858,1034,4,1,1,1,9
94632700,94619,-299664881,1034,4,1,1,1,9
94632800,94619,-199664901,1034,4,1,1,1,9
94632900,94619,-99664920,1034,4,1,1,1,9
94633000,94619,335059,1034,4,1,1,1,10
94633200,94619,200335016,1034,4,1,1,1,9
94633300,94619,300334993,1034,4,1,1,1,10
94633400,94619,400334975,1034,4,1,1,1,10
94633500,94620,-499665050,1034,4,1,1,1,10
94633600,94620,-399665069,1034,4,1,1,1,10
94633700,94620,-299665089,1034,4,1,1,1,10
94633800,94620,-199665109,1034,4,1,1,1,10
94633900,94620,-99665132,1034,4,1,1,1,10
94634000,94620,334848,1034,4,1,1,1,10
94634100,94620,100334828,1034,4,1,1,1,10
94634200,94620,200334808,1034,4,1,1,1,10
94634300,94620,300334786,1034,4,1,1,1,10
94634400,94620,400334765,1034,4,1,1,1,10
94634500,94621,-499665256,1034,4,1,1,1,10
94634600,94621,-399665276,1034,4,1,1,1,10
94634700,94621,-299665296,1034,4,1,1,1,10
94634800,94621,-199665318,1034,4,1,1,1,10
94634900,94621,-99665338,1034,4,1,1,1,10
94635000,94621,334641,1034,4,1,1,1,10
94635100,94621,100334617,1034,4,1,1,1,7
94635200,94621,200334596,1034,4,1,1,1,6
94635300,94621,300334576,1034,4,1,1,1,5
94635400,94621,400334556,1034,4,1,1,1,5
94635500,94622,-499665465,1034,4,1,1,1,4
94635600,94622,-399665485,1034,4,1,1,1,4
94635700,94622,-299665506,1034,4,1,1,1,4
94635800,94622,-199665527,1034,4,1,1,1,4
94635900,94622,-99665549,1034,4,1,1,1,4
94636000,94622,334429,1034,4,1,1,1,9
94636100,94622,100334411,1034,4,1,1,1,10
94636200,94622,200334387,1034,4,1,1,1,10
94636300,94622,300334368,1034,4,1,1,1,9
94636400,94622,400334347,1034,4,1,1,1,10
94636500,94623,-499665676,1034,4,1,1,1,10
94636600,94623,-399665697,1034,4,1,1,1,10
94636700,94623,-299665717,1034,4,1,1,1,10
94636800,94623,-199665738,1034,4,1,1,1,10
94636900,94623,-99665756,1034,4,1,1,1,10
94637000,94623,334222,1034,4,1,1,1,10
94637100,94623,100334202,1034,4,1,1,1,10
94637200,94623,200334180,1034,4,1,1,1,10
94637300,94623,300334158,1034,4,1,1,1,10
94637400,94623,400334137,1034,4,1,1,1,10
94637500,94624,-499665884,1034,4,1,1,1,10
94637600,94624,-399665905,1034,4,1,1,1,10
94637700,94624,-299665927,1034,4,1,1,1,10
94637800,94624,-199665948,1034,4,1,1,1,9
94637900,94624,-99665969,1034,4,1,1,1,9
94638000,94624,334010,1034,4,1,1,1,9
94638100,94624,100333991,1034,4,1,1,1,9
94638200,94624,200333970,1034,4,1,1,1,9
94638300,94624,300333949,1034,4,1,1,1,9
94638400,94624,400333927,1034,4,1,1,1,9
94638500,94625,-499666095,1034,4,1,1,1,9
94638600,94625,-399666116,1034,4,1,1,1,9
94638700,94625,-299666137,1034,4,1,1,1,9
94638800,94625,-199666157,1034,4,1,1,1,9
94638900,94625,-99666178,1034,4,1,1,1,9
94639000,94625,333800,1034,4,1,1,1,9
94639100,94625,100333780,1034,4,1,1,1,9
94639200,94625,200333758,1034,4,1,1,1,9
94639300,94625,300333737,1034,4,1,1,1,9
94639400,94625,400333718,1034,4,1,1,1,9
94639500,94626,-499666305,1034,4,1,1,1,9
94639600,94626,-399666324,1034,4,1,1,1,10
94639700,94626,-299666346,1034,4,1,1,1,9
94639800,94626,-199666367,1034,4,1,1,1,9
94639900,94626,-99666388,1034,4,1,1,1,9
94640000,94626,333591,1034,4,1,1,1,9
94640100,94626,100333570,1034,4,1,1,1,9
94640200,94626,200333550,1034,4,1,1,1,9
94640300,94626,300333530,1034,4,1,1,1,9
94640400,94626,400333510,1034,4,1,1,1,9
94640500,94627,-499666512,1034,4,1,1,1,9
94640600,94627,-399666534,1034,4,1,1,1,9
94640700,94627,-299666555,1034,4,1,1,1,9
94640800,94627,-199666576,1034,4,1,1,1,9
94640900,94627,-99666597,1034,4,1,1,1,9
94641000,94627,333381,1034,4,1,1,1,9
94641100,94627,100333361,1034,4,1,1,1,9
94641200,94627,200333340,1034,4,1,1,1,9
94641300,94627,300333319,1034,4,1,1,1,9
94641400,94627,400333299,1034,4,1,1,1,9
94641500,94628,-499666722,1034,4,1,1,1,9
94641600,94628,-399666746,1034,4,1,1,1,9
94641700,94628,-299666764,1034,4,1,1,1,9
94641800,94628,-199666783,1034,4,1,1,1,9
94641900,94628,-99666804,1034,4,1,1,1,9
94642000,94628,333177,1034,4,1,1,1,9
94642100,94628,100333156,1034,4,1,1,1,9
94642200,94628,200333137,1034,4,1,1,1,10
94642300,94628,300333115,1034,4,1,1,1,9
94642400,94628,400333094,1034,4,1,1,1,9
94642500,94629,-499666927,1034,4,1,1,1,9
94642600,94629,-399666948,1034,4,1,1,1,9
94642700,94629,-299666969,1034,4,1,1,1,9
94642800,94629,-199666992,1034,4,1,1,1,9
94642900,94629,-99667013,1034,4,1,1,1,9
94643000,94629,332965,1034,4,1,1,1,9
94643100,94629,100332945,1034,4,1,1,1,9
94643200,94629,200332924,1034,4,1,1,1,9
94643300,94629,300332903,1034,4,1,1,1,9
94643400,94629,400332882,1034,4,1,1,1,9
94643500,94630,-499667140,1034,4,1,1,1,9
94643600,94630,-399667162,1034,4,1,1,1,9
94643700,94630,-299667182,1034,4,1,1,1,9
94643800,94630,-199667203,1034,4,1,1,1,9
94643900,94630,-99667224,1034,4,1,1,1,9
94644000,94630,332755,1034,4,1,1,1,9
94644100,94630,100332734,1034,4,1,1,1,10
94644200,94630,200332713,1034,4,1,1,1,10
94644300,94630,300332692,1034,4,1,1,1,10
94644400,94630,400332671,1034,4,1,1,1,10
94644500,94631,-499667350,1034,4,1,1,1,10
94644600,94631,-399667371,1034,4,1,1,1,9
94644700,94631,-299667392,1034,4,1,1,1,9
94644800,94631,-199667413,1034,4,1,1,1,10
94644900,94631,-99667434,1034,4,1,1,1,9
94645000,94631,332545,1034,4,1,1,1,9
94645100,94631,100332525,1034,4,1,1,1,10
94645200,94631,200332502,1034,4,1,1,1,9
94645300,94631,300332481,1034,4,1,1,1,9
94645400,94631,400332462,1034,4,1,1,1,10
94645500,94632,-499667561,1034,4,1,1,1,9
94645600,94632,-399667582,1034,4,1,1,1,9
94645700,94632,-299667603,1034,4,1,1,1,9
94645800,94632,-199667624,1034,4,1,1,1,9
94645900,94632,-99667645,1034,4,1,1,1,9
94646000,94632,332334,1034,4,1,1,1,9
94646100,94632,100332313,1034,4,1,1,1,9
94646200,94632,200332292,1034,4,1,1,1,9
94646300,94632,300332271,1034,4,1,1,1,9
94646400,94632,400332250,1034,4,1,1,1,9
94646500,94633,-499667771,1034,4,1,1,1,9
94646600,94633,-399667791,1034,4,1,1,1,9
94646700,94633,-299667813,1034,4,1,1,1,9
94646800,94633,-199667833,1034,4,1,1,1,9
94646900,94633,-99667854,1034,4,1,1,1,9
94647000,94633,332124,1034,4,1,1,1,9
94647100,94633,100332103,1034,4,1,1,1,9
94647200,94633,200332082,1034,4,1,1,1,9
94647300,94633,300332061,1034,4,1,1,1,9
94647400,94633,400332040,1034,4,1,1,1,9
94647500,94634,-499667981,1034,4,1,1,1,9
94647600,94634,-399668002,1034,4,1,1,1,9
94647700,94634,-299668022,1034,4,1,1,1,9
94647800,94634,-199668044,1034,4,1,1,1,9
94647900,94634,-99668064,1034,4,1,1,1,9
94648000,94634,331915,1034,4,1,1,1,9
94648100,94634,100331894,1034,4,1,1,1,9
94648200,94634,200331872,1034,4,1,1,1,9
94648300,94634,300331851,1034,4,1,1,1,9
94648400,94634,400331830,1034,4,1,1,1,9
94648500,94635,-499668190,1034,4,1,1,1,9
94648600,94635,-399668211,1034,4,1,1,1,9
94648700,94635,-299668232,1034,4,1,1,1,9
94648800,94635,-199668253,1034,4,1,1,1,9
94648900,94635,-99668274,1034,4,1,1,1,9
94649000,94635,331705,1034,4,1,1,1,9
94649100,94635,100331684,1034,4,1,1,1,9
94649200,94635,200331663,1034,4,1,1,1,9
94649300,94635,300331642,1034,4,1,1,1,9
94649400,94635,400331621,1034,4,1,1,1,9
94649500,94636,-499668400,1034,4,1,1,1,9
94649600,94636,-399668421,1034,4,1,1,1,9
94649700,94636,-299668442,1034,4,1,1,1,9
94649800,94636,-199668463,1034,4,1,1,1,9
94649900,94636,-99668485,1034,4,1,1,1,9
94650000,94636,331494,1034,4,1,1,1,9
94650100,94636,100331473,1034,4,1,1,1,9
94650200,94636,200331452,1034,4,1,1,1,10
94650300,94636,300331430,1034,4,1,1,1,10
94650400,94636,400331409,1034,4,1,1,1,10
94650500,94637,-499668611,1034,4,1,1,1,10
94650600,94637,-399668632,1034,4,1,1,1,10
94650700,94637,-299668652,1034,4,1,1,1,9
94650800,94637,-199668673,1034,4,1,1,1,9
94650900,94637,-99668694,1034,4,1,1,1,9
94651000,94637,331283,1034,4,1,1,1,9
94651100,94637,100331265,1034,4,1,1,1,9
94651200,94637,200331241,1034,4,1,1,1,9
94651300,94637,300331222,1034,4,1,1,1,9
94651400,94637,400331201,1034,4,1,1,1,9
94651500,94638,-499668820,1034,4,1,1,1,9
94651600,94638,-399668840,1034,4,1,1,1,9
94651700,94638,-299668859,1034,4,1,1,1,10
94651800,94638,-199668879,1034,4,1,1,1,10
94651900,94638,-99668900,1034,4,1,1,1,10
94652000,94638,331076,1034,4,1,1,1,9
94652200,94638,200331035,1034,4,1,1,1,9
94652300,94638,300331012,1034,4,1,1,1,9
94652400,94638,400330993,1034,4,1,1,1,10
94652500,94639,-499669027,1034,4,1,1,1,10
94652600,94639,-399669049,1034,4,1,1,1,10
94652700,94639,-299669074,1034,4,1,1,1,9
94652800,94639,-199669096,1034,4,1,1,1,10
94652900,94639,-99669118,1034,4,1,1,1,9
94653000,94639,330861,1034,4,1,1,1,9
94653100,94639,100330844,1034,4,1,1,1,10
94653200,94639,200330818,1034,4,1,1,1,9
94653300,94639,300330797,1034,4,1,1,1,9
94653400,94639,400330777,1034,4,1,1,1,9
94653500,94640,-499669240,1034,4,1,1,1,9
94653600,94640,-399669261,1034,4,1,1,1,9
94653700,94640,-299669282,1034,4,1,1,1,9
94653800,94640,-199669307,1034,4,1,1,1,9
94653900,94640,-99669326,1034,4,1,1,1,10
94654000,94640,330653,1034,4,1,1,1,9
94654100,94640,100330634,1034,4,1,1,1,9
94654200,94640,200330611,1034,4,1,1,1,9
94654300,94640,300330589,1034,4,1,1,1,9
94654400,94640,400330569,1034,4,1,1,1,9
94654500,94641,-499669449,1034,4,1,1,1,9
94654600,94641,-399669469,1034,4,1,1,1,9
94654700,94641,-299669494,1034,4,1,1,1,9
94654800,94641,-199669515,1034,4,1,1,1,9
94654900,94641,-99669532,1034,4,1,1,1,9
94655000,94641,330447,1034,4,1,1,1,9
94655200,94641,200330403,1034,4,1,1,1,9
94655300,94641,300330386,1034,4,1,1,1,9
94655400,94641,400330362,1034,4,1,1,1,9
94655500,94642,-499669664,1034,4,1,1,1,9
94655600,94642,-399669688,1034,4,1,1,1,9
94655700,94642,-299669707,1034,4,1,1,1,9
94655800,94642,-199669732,1034,4,1,1,1,9
94655900,94642,-99669749,1034,4,1,1,1,9
94656000,94642,330229,1034,4,1,1,1,9
94656200,94642,200330188,1034,4,1,1,1,9
94656300,94642,300330167,1034,4,1,1,1,8
94656400,94642,400330144,1034,4,1,1,1,9
94656500,94643,-499669876,1034,4,1,1,1,8
94656600,94643,-399669897,1034,4,1,1,1,9
94656700,94643,-299669920,1034,4,1,1,1,8
94656800,94643,-199669941,1034,4,1,1,1,8
94656900,94643,-99669962,1034,4,1,1,1,8
94657000,94643,330015,1034,4,1,1,1,9
94657100,94643,100329994,1034,4,1,1,1,8
94657200,94643,200329976,1034,4,1,1,1,8
94657300,94643,300329953,1034,4,1,1,1,8
94657400,94643,400329931,1034,4,1,1,1,8
94657500,94644,-499670090,1034,4,1,1,1,8
94657600,94644,-399670112,1034,4,1,1,1,6
94657700,94644,-299670133,1034,4,1,1,1,5
94657800,94644,-199670154,1034,4,1,1,1,4
94657900,94644,-99670175,1034,4,1,1,1,4
94658000,94644,329804,1034,4,1,1,1,4
94658100,94644,100329786,1034,4,1,1,1,8
94658200,94644,200329764,1034,4,1,1,1,8
94658300,94644,300329743,1034,4,1,1,1,8
94658400,94644,400329722,1034,4,1,1,1,8
94658500,94645,-499670300,1034,4,1,1,1,8
94658600,94645,-399670320,1034,4,1,1,1,8
94658700,94645,-299670340,1034,4,1,1,1,8
94658800,94645,-199670361,1034,4,1,1,1,8
94658900,94645,-99670381,1034,4,1,1,1,9
94659000,94645,329597,1034,4,1,1,1,8
94659100,94645,100329577,1034,4,1,1,1,8
94659200,94645,200329553,1034,4,1,1,1,8
94659300,94645,300329531,1034,4,1,1,1,9
94659400,94645,400329512,1034,4,1,1,1,8
94659500,94646,-499670510,1034,4,1,1,1,8
94659600,94646,-399670530,1034,4,1,1,1,8
94659700,94646,-299670550,1034,4,1,1,1,8
94659800,94646,-199670575,1034,4,1,1,1,8
94659900,94646,-99670597,1034,4,1,1,1,8
94660000,94646,329383,1034,4,1,1,1,9
94660100,94646,100329364,1034,4,1,1,1,8
94660200,94646,200329345,1034,4,1,1,1,8
94660300,94646,300329324,1034,4,1,1,1,8
94660400,94646,400329302,1034,4,1,1,1,8
94660500,94647,-499670718,1034,4,1,1,1,8
94660600,94647,-399670739,1034,4,1,1,1,8
94660700,94647,-299670764,1034,4,1,1,1,8
94660800,94647,-199670785,1034,4,1,1,1,8
94660900,94647,-99670805,1034,4,1,1,1,8
94661000,94647,329177,1034,4,1,1,1,8
94661100,94647,100329155,1034,4,1,1,1,8
94661200,94647,200329133,1034,4,1,1,1,8
94661300,94647,300329112,1034,4,1,1,1,8
94661400,94647,400329092,1034,4,1,1,1,8
94661500,94648,-499670931,1034,4,1,1,1,9
94661600,94648,-399670949,1034,4,1,1,1,8
94661700,94648,-299670971,1034,4,1,1,1,8
94661800,94648,-199670993,1034,4,1,1,1,8
94661900,94648,-99671014,1034,4,1,1,1,8
94662000,94648,328964,1034,4,1,1,1,8
94662100,94648,100328944,1034,4,1,1,1,8
94662200,94648,200328918,1034,4,1,1,1,8
94662300,94648,300328896,1034,4,1,1,1,6
94662400,94648,400328876,1034,4,1,1,1,5
94662500,94649,-499671146,1034,4,1,1,1,5
94662600,94649,-399671167,1034,4,1,1,1,4
94662700,94649,-299671188,1034,4,1,1,1,4
94662800,94649,-199671209,1034,4,1,1,1,4
94662900,94649,-99671230,1034,4,1,1,1,8
94663000,94649,328748,1034,4,1,1,1,8
94663100,94649,100328727,1034,4,1,1,1,8
94663200,94649,200328706,1034,4,1,1,1,8
94663300,94649,300328687,1034,4,1,1,1,8
94663400,94649,400328666,1034,4,1,1,1,8
94663500,94650,-499671355,1034,4,1,1,1,8
94663600,94650,-399671376,1034,4,1,1,1,8
94663700,94650,-299671396,1034,4,1,1,1,8
94663800,94650,-199671416,1034,4,1,1,1,8
94663900,94650,-99671440,1034,4,1,1,1,6
94664000,94650,328541,1034,4,1,1,1,8
94664100,94650,100328518,1034,4,1,1,1,8
94664200,94650,200328497,1034,4,1,1,1,8
94664300,94650,300328472,1034,4,1,1,1,8
94664400,94650,400328454,1034,4,1,1,1,8
94664500,94651,-499671567,1034,4,1,1,1,8
94664600,94651,-399671586,1034,4,1,1,1,8
94664700,94651,-299671609,1034,4,1,1,1,8
94664800,94651,-199671629,1034,4,1,1,1,8
94664900,94651,-99671649,1034,4,1,1,1,5
94665000,94651,328331,1034,4,1,1,1,8
94665100,94651,100328309,1034,4,1,1,1,7
94665200,94651,200328288,1034,4,1,1,1,8
94665300,94651,300328264,1034,4,1,1,1,8
94665400,94651,400328243,1034,4,1,1,1,8
94665500,94652,-499671778,1034,4,1,1,1,8
94665600,94652,-399671801,1034,4,1,1,1,8
94665700,94652,-299671822,1034,4,1,1,1,6
94665800,94652,-199671843,1034,4,1,1,1,8
94665900,94652,-99671864,1034,4,1,1,1,8
94666000,94652,328111,1034,4,1,1,1,8
94666100,94652,100328090,1034,4,1,1,1,8
94666200,94652,200328070,1034,4,1,1,1,5
94666300,94652,300328049,1034,4,1,1,1,7
94666400,94652,400328027,1034,4,1,1,1,7
94666500,94653,-499671994,1034,4,1,1,1,7
94666600,94653,-399672017,1034,4,1,1,1,8
94666700,94653,-299672037,1034,4,1,1,1,5
94666800,94653,-199672059,1034,4,1,1,1,7
94666900,94653,-99672080,1034,4,1,1,1,7
94667000,94653,327899,1034,4,1,1,1,7
94667100,94653,100327877,1034,4,1,1,1,7
94667200,94653,200327857,1034,4,1,1,1,5
94667300,94653,300327836,1034,4,1,1,1,4
94667400,94653,400327815,1034,4,1,1,1,4
94667500,94654,-499672206,1034,4,1,1,1,4
94667600,94654,-399672227,1034,4,1,1,1,3
94667700,94654,-299672248,1034,4,1,1,1,3
94667800,94654,-199672269,1034,4,1,1,1,3
94667900,94654,-99672291,1034,4,1,1,1,3
94668000,94654,327688,1034,4,1,1,1,3
94668100,94654,100327666,1034,4,1,1,1,3
94668200,94654,200327645,1034,4,1,1,1,3
94668300,94654,300327624,1034,4,1,1,1,3
94668400,94654,400327602,1034,4,1,1,1,3
94668500,94655,-499672419,1034,4,1,1,1,3
94668600,94655,-399672441,1034,4,1,1,1,3
94668700,94655,-299672462,1034,4,1,1,1,3
94668800,94655,-199672483,1034,4,1,1,1,3
94668900,94655,-99672504,1034,4,1,1,1,3
94669000,94655,327475,1034,4,1,1,1,3
94669100,94655,100327453,1034,4,1,1,1,3
94669200,94655,200327432,1034,4,1,1,1,3
94669300,94655,300327411,1034,4,1,1,1,2
94669400,94655,400327390,1034,4,1,1,1,2
94669500,94656,-499672631,1034,4,1,1,1,2
94669600,94656,-399672653,1034,4,1,1,1,2
94669700,94656,-299672674,1034,4,1,1,1,3
94669800,94656,-199672695,1034,4,1,1,1,2
94669900,94656,-99672716,1034,4,1,1,1,2
94670000,94656,327262,1034,4,1,1,1,2
94670100,94656,100327241,1034,4,1,1,1,2
94670200,94656,200327220,1034,4,1,1,1,2
94670300,94656,300327199,1034,4,1,1,1,2
94670400,94656,400327177,1034,4,1,1,1,2
94670500,94657,-499672844,1034,4,1,1,1,2
94670600,94657,-399672865,1034,4,1,1,1,2
94670700,94657,-299672886,1034,4,1,1,1,2
94670800,94657,-199672907,1034,4,1,1,1,2
94670900,94657,-99672928,1034,4,1,1,1,2
94671000,94657,327050,1034,4,1,1,1,2
94671100,94657,100327029,1034,4,1,1,1,2
94671200,94657,200327008,1034,4,1,1,1,2
94671300,94657,300326987,1034,4,1,1,1,2
94671400,94657,400326966,1034,4,1,1,1,2
94671500,94658,-499673055,1034,4,1,1,1,2
94671600,94658,-399673076,1034,4,1,1,1,2
94671700,94658,-299673097,1034,4,1,1,1,2
94671800,94658,-199673118,1034,4,1,1,1,2
94671900,94658,-99673139,1034,4,1,1,1,2
94672000,94658,326840,1034,4,1,1,1,2
94672100,94658,100326819,1034,4,1,1,1,2
94672200,94658,200326798,1034,4,1,1,1,2
94672300,94658,300326777,1034,4,1,1,1,2
94672400,94658,400326755,1034,4,1,1,1,2
94672500,94659,-499673266,1034,4,1,1,1,2
94672600,94659,-399673287,1034,4,1,1,1,2
94672700,94659,-299673308,1034,4,1,1,1,2
94672800,94659,-199673330,1034,4,1,1,1,2
94672900,94659,-99673351,1034,4,1,1,1,2
94673000,94659,326628,1034,4,1,1,1,2
