iTOW,ecefX,ecefY,ecefZ,pAcc
94648600,-241821497,538575616,240576530,197
94648700,-241821497,538575616,240576530,197
94648800,-241821497,538575616,240576530,197
94648900,-241821497,538575616,240576530,197
94649000,-241821497,538575616,240576530,197
94649100,-241821497,538575616,240576530,197
94649200,-241821497,538575616,240576530,197
94649300,-241821497,538575616,240576530,197
94649400,-241821497,538575616,240576530,197
94649500,-241821497,538575616,240576530,197
94649600,-241821497,538575616,240576530,197
94649700,-241821497,538575616,240576530,197
94649800,-241821497,538575616,240576530,197
94649900,-241821497,538575616,240576530,197
94650000,-241821497,538575616,240576530,197
94650100,-241821497,538575616,240576530,197
94650200,-241821497,538575616,240576530,197
94650300,-241821497,538575616,240576530,197
94650400,-241821497,538575616,240576530,197
94650500,-241821497,538575616,240576530,197
94650600,-241821497,538575616,240576530,197
94650700,-241821497,538575616,240576530,197
94650800,-241821497,538575616,240576530,197
94650900,-241821497,538575616,240576530,197
94651000,-241821497,538575616,240576530,197
94651100,-241821497,538575616,240576530,197
94651200,-241821497,538575616,240576530,197
94651300,-241821497,538575616,240576530,197
94651400,-241821497,538575616,240576530,197
94651500,-241821497,538575616,240576530,197
94651600,-241821497,538575616,240576530,197
94651700,-241821497,538575616,240576530,197
94651800,-241821497,538575616,240576530,197
94651900,-241821497,538575616,240576530,197
94652000,-241821497,538575616,240576530,197
94652200,-241821497,538575616,240576530,197
94652300,-241821497,538575616,240576530,197
94652400,-241821497,538575616,240576530,197
94652500,-241821497,538575616,240576530,197
94652600,-241821497,538575616,240576530,197
94652700,-241821497,538575616,240576530,197
94652800,-241821497,538575616,240576530,197
94652900,-241821497,538575616,240576530,197
94653000,-241821497,538575616,240576530,197
94653100,-241821497,538575616,240576530,197
94653200,-241821497,538575616,240576530,197
94653300,-241821497,538575616,240576530,197
94653400,-241821497,538575616,240576530,197
94653500,-241821497,538575616,240576530,197
94653600,-241821497,538575616,240576530,197
94653700,-241821497,538575616,240576530,197
94653800,-241821497,538575616,240576530,197
94653900,-241821497,538575616,240576530,197
94654000,-241821497,538575616,240576530,197
94654100,-241821497,538575616,240576530,197
94654200,-241821497,538575616,240576530,197
94654300,-241821497,538575616,240576530,197
94654400,-241821497,538575616,240576530,197
94654500,-241821497,538575616,240576530,197
94654600,-241821497,538575616,240576530,197
94654700,-241821497,538575616,240576530,197
94654800,-241821497,538575616,240576530,197
94654900,-241821497,538575616,240576530,197
94655000,-241821497,538575616,240576530,197
94655200,-241821497,538575616,240576530,197
94655300,-241821497,538575616,240576530,197
94655400,-241821497,538575616,240576530,197
94655500,-241821497,538575616,240576530,197
94655600,-241821497,538575616,240576530,197
94655700,-241821497,538575616,240576530,197
94655800,-241821497,538575616,240576530,197
94655900,-241821497,538575616,240576530,197
94656000,-241821497,538575616,240576530,197
94656200,-241821497,538575616,240576530,197
94656300,-241821497,538575616,240576530,197
94656400,-241821497,538575616,240576530,197
94656500,-241821497,538575616,240576530,197
94656600,-241821497,538575616,240576530,197
94656700,-241821497,538575616,240576530,197
94656800,-241821497,538575616,240576530,197
94656900,-241821497,538575616,240576530,197
94657000,-241821497,538575616,240576530,197
94657100,-241821497,538575616,240576530,197
94657200,-241821497,538575616,240576530,197
94657300,-241821497,538575616,240576530,197
94657400,-241821497,538575616,240576530,197
94657500,-241821497,538575616,240576530,197
94657600,-241821497,538575616,240576530,197
94657700,-241821497,538575616,240576530,197
94657800,-241821497,538575616,240576530,197
94657900,-241821497,538575616,240576530,197
94658000,-241821497,538575616,240576530,197
94658100,-241821497,538575616,240576530,197
94658200,-241821497,538575616,240576530,197
94658300,-241821497,538575616,240576530,197
94658400,-241821497,538575616,240576530,197
94658500,-241821497,538575616,240576530,197
94658600,-241821497,538575616,240576530,197
94658700,-241821497,538575616,240576530,197
94658800,-241821497,538575616,240576530,197
94658900,-241821497,538575616,240576530,197
94659000,-241821497,538575616,240576530,197
94659100,-241821497,538575616,240576530,197
94659200,-241821497,538575616,240576530,197
94659300,-241821497,538575616,240576530,197
94659400,-241821497,538575616,240576530,197
94659500,-241821497,538575616,240576530,197
94659600,-241821497,538575616,240576530,197
94659700,-241821497,538575616,240576530,197
94659800,-241821497,538575616,240576530,197
94659900,-241821497,538575616,240576530,197
94660000,-241821497,538575616,240576530,197
94660100,-241821497,538575616,240576530,197
94660200,-241821497,538575616,240576530,197
94660300,-241821497,538575616,240576530,197
94660400,-241821497,538575616,240576530,197
94660500,-241821497,538575616,240576530,197
94660600,-241821497,538575616,240576530,197
94660700,-241821497,538575616,240576530,197
94660800,-241821497,538575616,240576530,197
94660900,-241821497,538575616,240576530,197
94661000,-241821497,538575616,240576530,197
94661100,-241821497,538575616,240576530,197
94661200,-241821497,538575616,240576530,197
94661300,-241821497,538575616,240576530,197
94661400,-241821497,538575616,240576530,197
94661500,-241821497,538575616,240576530,197
94661600,-241821497,538575616,240576530,197
94661700,-241821497,538575616,240576530,197
94661800,-241821497,538575616,240576530,197
94661900,-241821497,538575616,240576530,197
94662000,-241821497,538575616,240576530,197
94662100,-241821497,538575616,240576530,197
94662200,-241821497,538575616,240576530,197
94662300,-241821497,538575616,240576530,197
94662400,-241821497,538575616,240576530,197
94662500,-241821497,538575616,240576530,197
94662600,-241821497,538575616,240576530,197
94662700,-241821497,538575616,240576530,197
94662800,-241821497,538575616,240576530,197
94662900,-241821497,538575616,240576530,197
94663000,-241821497,538575616,240576530,197
94663100,-241821497,538575616,240576530,197
94663200,-241821497,538575616,240576530,197
94663300,-241821497,538575616,240576530,197
94663400,-241821497,538575616,240576530,197
94663500,-241821497,538575616,240576530,197
94663600,-241821497,538575616,240576530,197
94663700,-241821497,538575616,240576530,197
94663800,-241821497,538575616,240576530,197
94663900,-241821497,538575616,240576530,197
94664000,-241821497,538575616,240576530,197
94664100,-241821497,538575616,240576530,197
94664200,-241821497,538575616,240576530,197
94664300,-241821497,538575616,240576530,197
94664400,-241821497,538575616,240576530,197
94664500,-241821497,538575616,240576530,197
94664600,-241821497,538575616,240576530,197
94664700,-241821497,538575616,240576530,197
94664800,-241821497,538575616,240576530,197
94664900,-241821497,538575616,240576530,197
94665000,-241821497,538575616,240576530,197
94665100,-241821497,538575616,240576530,197
94665200,-241821497,538575616,240576530,197
94665300,-241821497,538575616,240576530,197
94665400,-241821497,538575616,240576530,197
94665500,-241821497,538575616,240576530,197
94665600,-241821497,538575616,240576530,197
94665700,-241821497,538575616,240576530,197
94665800,-241821497,538575616,240576530,197
94665900,-241821497,538575616,240576530,197
94666000,-241821497,538575616,240576530,197
94666100,-241821497,538575616,240576530,197
94666200,-241821497,538575616,240576530,197
94666300,-241821497,538575616,240576530,197
94666400,-241821497,538575616,240576530,197
94666500,-241821497,538575616,240576530,197
94666600,-241821497,538575616,240576530,197
94666700,-241821497,538575616,240576530,197
94666800,-241821497,538575616,240576530,197
94666900,-241821497,538575616,240576530,197
94667000,-241821497,538575616,240576530,197
94667100,-241821497,538575616,240576530,197
94667200,-241821497,538575616,240576530,197
94667300,-241821497,538575616,240576530,197
94667400,-241821497,538575616,240576530,197
94667500,-241821497,538575616,240576530,197
94667600,-241821497,538575616,240576530,197
94667700,-241821497,538575616,240576530,197
94667800,-241821497,538575616,240576530,197
94667900,-241821497,538575616,240576530,197
94668000,-241821497,538575616,240576530,197
94668100,-241821497,538575616,240576530,197
94668200,-241821497,538575616,240576530,197
94668300,-241821497,538575616,240576530,197
94668400,-241821497,538575616,240576530,197
94668500,-241821497,538575616,240576530,197
94668600,-241821497,538575616,240576530,197
94668700,-241821497,538575616,240576530,197
94668800,-241821497,538575616,240576530,197
94668900,-241821497,538575616,240576530,197
94669000,-241821497,538575616,240576530,197
94669100,-241821497,538575616,240576530,197
94669200,-241821497,538575616,240576530,197
94669300,-241821497,538575616,240576530,197
94669400,-241821497,538575616,240576530,197
94669500,-241821497,538575616,240576530,197
94669600,-241821497,538575616,240576530,197
94669700,-241821497,538575616,240576530,197
94669800,-241821497,538575616,240576530,197
94669900,-241821497,538575616,240576530,197
94670000,-241821497,538575616,240576530,197
94670100,-241821497,538575616,240576530,197
94670200,-241821497,538575616,240576530,197
94670300,-241821497,538575616,240576530,197
94670400,-241821497,538575616,240576530,197
94670500,-241821497,538575616,240576530,197
94670600,-241821497,538575616,240576530,197
94670700,-241821497,538575616,240576530,197
94670800,-241821497,538575616,240576530,197
94670900,-241821497,538575616,240576530,197
94671000,-241821497,538575616,240576530,197
94671100,-241821497,538575616,240576530,197
94671200,-241821497,538575616,240576530,197
94671300,-241821497,538575616,240576530,197
94671400,-241821497,538575616,240576530,197
94671500,-241821497,538575616,240576530,197
94671600,-241821497,538575616,240576530,197
94671700,-241821497,538575616,240576530,197
94671800,-241821497,538575616,240576530,197
94671900,-241821497,538575616,240576530,197
94672000,-241821497,538575616,240576530,197
94672100,-241821497,538575616,240576530,197
94672200,-241821497,538575616,240576530,197
94672300,-241821497,538575616,240576530,197
94672400,-241821497,538575616,240576530,197
94672500,-241821497,538575616,240576530,197
94672600,-241821497,538575616,240576530,197
94672700,-241821497,538575616,240576530,197
94672800,-241821497,538575616,240576530,197
94672900,-241821497,538575616,240576530,197
94673000,-241821497,538575616,240576530,197
94673100,-241821497,538575616,240576530,197
94673200,-241821497,538575616,240576530,197
94673300,-241821497,538575616,240576530,197
94673400,-241821497,538575616,240576530,197
94673500,-241821497,538575616,240576530,197
94673600,-241821497,538575616,240576530,197
94673700,-241821497,538575616,240576530,197
94673800,-241821497,538575616,240576530,197
94673900,-241821497,538575616,240576530,197
94674000,-241821497,538575616,240576530,197
94674100,-241821497,538575616,240576530,197
94674200,-241821497,538575616,240576530,197
94674300,-241821497,538575616,240576530,197
94674400,-241821497,538575616,240576530,197
94674600,-241821497,538575616,240576530,197
94674700,-241821497,538575616,240576530,197
94674800,-241821497,538575616,240576530,197
94674900,-241821497,538575616,240576530,197
94675100,-241821497,538575616,240576530,197
94675200,-241821497,538575616,240576530,197
94675300,-241821497,538575616,240576530,197
94675400,-241821497,538575616,240576530,197
94675500,-241821497,538575616,240576530,197
94676000,-241821497,538575616,240576530,197
94676200,-241821497,538575616,240576530,197
94676300,-241821497,538575616,240576530,197
94676400,-241821497,538575616,240576530,197
94676500,-241821497,538575616,240576530,197
94676600,-241821497,538575616,240576530,197
94676700,-241821497,538575616,240576530,197
94676800,-241821497,538575616,240576530,197
94676900,-241821497,538575616,240576530,197
94677000,-241821497,538575616,240576530,197
94677100,-241821497,538575616,240576530,197
94677300,-241821497,538575616,240576530,197
94677400,-241821497,538575616,240576530,197
94677500,-241821497,538575616,240576530,197
94677600,-241821497,538575616,240576530,197
94677700,-241821497,538575616,240576530,197
94677800,-241821497,538575616,240576530,197
94677900,-241821497,538575616,240576530,197
94678000,-241821497,538575616,240576530,197
94678100,-241821497,538575616,240576530,197
94678300,-241821497,538575616,240576530,197
94678400,-241821497,538575616,240576530,197
94678500,-241821497,538575616,240576530,197
94678600,-241821497,538575616,240576530,197
94678800,-241821497,538575616,240576530,197
94678900,-241821497,538575616,240576530,197
94679000,-241821497,538575616,240576530,197
94679100,-241821497,538575616,240576530,197
94679200,-241821497,538575616,240576530,197
94679400,-241821497,538575616,240576530,197
94679500,-241821497,538575616,240576530,197
94679600,-241821497,538575616,240576530,197
94679700,-241821497,538575616,240576530,197
94679800,-241821497,538575616,240576530,197
94679900,-241821497,538575616,240576530,197
94680000,-241821497,538575616,240576530,197
94680100,-241821497,538575616,240576530,197
94680200,-241821497,538575616,240576530,197
94680300,-241821497,538575616,240576530,197
94680400,-241821497,538575616,240576530,197
94680500,-241821497,538575616,240576530,197
94680600,-241821497,538575616,240576530,197
94680700,-241821497,538575616,240576530,197
94680800,-241821497,538575616,240576530,197
94680900,-241821497,538575616,240576530,197
94681000,-241821497,538575616,240576530,197
94681100,-241821497,538575616,240576530,197
94681200,-241821497,538575616,240576530,197
94681300,-241821497,538575616,240576530,197
94681400,-241821497,538575616,240576530,197
94681500,-241821497,538575616,240576530,197
94681600,-241821497,538575616,240576530,197
94681700,-241821497,538575616,240576530,197
94681900,-241821497,538575616,240576530,197
94682000,-241821497,538575616,240576530,197
94682100,-241821497,538575616,240576530,197
94682200,-241821497,538575616,240576530,197
94682300,-241821497,538575616,240576530,197
94682400,-241821497,538575616,240576530,197
94682500,-241821497,538575616,240576530,197
94682600,-241821497,538575616,240576530,197
94682700,-241821497,538575616,240576530,197
94682800,-241821497,538575616,240576530,197
94682900,-241821497,538575616,240576530,197
94683000,-241821497,538575616,240576530,197
94683100,-241821497,538575616,240576530,197
94683200,-241821497,538575616,240576530,197
94683300,-241821497,538575616,240576530,197
94683400,-241821497,538575616,240576530,197
94683500,-241821497,538575616,240576530,197
94683600,-241821497,538575616,240576530,197
94683700,-241821497,538575616,240576530,197
94683800,-241821497,538575616,240576530,197
94683900,-241821497,538575616,240576530,197
94684000,-241821497,538575616,240576530,197
94684100,-241821497,538575616,240576530,197
94684200,-241821497,538575616,240576530,197
94684300,-241821497,538575616,240576530,197
94684400,-241821497,538575616,240576530,197
94684500,-241821497,538575616,240576530,197
94684600,-241821497,538575616,240576530,197
94684700,-241821497,538575616,240576530,197
94684800,-241821497,538575616,240576530,197
94684900,-241821497,538575616,240576530,197
94685000,-241821497,538575616,240576530,197
94685100,-241821497,538575616,240576530,197
94685200,-241821497,538575616,240576530,197
94685300,-241821497,538575616,240576530,197
94685400,-241821497,538575616,240576530,197
94685500,-241821497,538575616,240576530,197
94685600,-241821497,538575616,240576530,197
94685700,-241821497,538575616,240576530,197
94685800,-241821497,538575616,240576530,197
94685900,-241821497,538575616,240576530,197
94686000,-241821497,538575616,240576530,197
94686100,-241821497,538575616,240576530,197
94686200,-241821497,538575616,240576530,197
94686300,-241821497,538575616,240576530,197
94686400,-241821497,538575616,240576530,197
94686500,-241821497,538575616,240576530,197
94686600,-241821497,538575616,240576530,197
94686700,-241821497,538575616,240576530,197
94686900,-241821497,538575616,240576530,197
94687000,-241821497,538575616,240576530,197
94687100,-241821497,538575616,240576530,197
94687200,-241821497,538575616,240576530,197
94687300,-241821497,538575616,240576530,197
94687400,-241821497,538575616,240576530,197
94687500,-241821497,538575616,240576530,197
94687600,-241821497,538575616,240576530,197
94687700,-241821497,538575616,240576530,197
94687800,-241821497,538575616,240576530,197
94688000,-241821497,538575616,240576530,197
94688100,-241821497,538575616,240576530,197
94688200,-241821497,538575616,240576530,197
94688300,-241821497,538575616,240576530,197
94688500,-241821497,538575616,240576530,197
94688600,-241821497,538575616,240576530,197
94688700,-241821497,538575616,240576530,197
94688800,-241821497,538575616,240576530,197
94688900,-241821497,538575616,240576530,197
94689000,-241821497,538575616,240576530,197
94689100,-241821497,538575616,240576530,197
94689200,-241821497,538575616,240576530,197
94689300,-241821497,538575616,240576530,197
94689400,-241821497,538575616,240576530,197
94689500,-241821497,538575616,240576530,197
94689600,-241821497,538575616,240576530,197
94689700,-241821497,538575616,240576530,197
94689800,-241821497,538575616,240576530,197
94690000,-241821497,538575616,240576530,197
94690100,-241821497,538575616,240576530,197
94690200,-241821497,538575616,240576530,197
94690300,-241821497,538575616,240576530,197
94690500,-241821497,538575616,240576530,197
94690600,-241821497,538575616,240576530,197
94690700,-241821497,538575616,240576530,197
94690800,-241821497,538575616,240576530,197
94691000,-241821497,538575616,240576530,197
94691100,-241821497,538575616,240576530,197
94691200,-241821497,538575616,240576530,197
94691300,-241821497,538575616,240576530,197
94691600,-241821497,538575616,240576530,197
94691700,-241821497,538575616,240576530,197
94691800,-241821497,538575616,240576530,197
94691900,-241821497,538575616,240576530,197
94692000,-241821497,538575616,240576530,197
94692100,-241821497,538575616,240576530,197
94692200,-241821497,538575616,240576530,197
94692300,-241821497,538575616,240576530,197
94692400,-241821497,538575616,240576530,197
94692600,-241821497,538575616,240576530,197
94692700,-241821497,538575616,240576530,197
94692800,-241821497,538575616,240576530,197
94692900,-241821497,538575616,240576530,197
94693100,-241821497,538575616,240576530,197
94693200,-241821497,538575616,240576530,197
94693300,-241821497,538575616,240576530,197
94693400,-241821497,538575616,240576530,197
94693600,-241821497,538575616,240576530,197
94693700,-241821497,538575616,240576530,197
94693800,-241821497,538575616,240576530,197
94693900,-241821497,538575616,240576530,197
94694000,-241821497,538575616,240576530,197
94694100,-241821497,538575616,240576530,197
94694200,-241821497,538575616,240576530,197
94694300,-241821497,538575616,240576530,197
94694400,-241821497,538575616,240576530,197
94694600,-241821497,538575616,240576530,197
94694700,-241821497,538575616,240576530,197
94694800,-241821497,538575616,240576530,197
94694900,-241821497,538575616,240576530,197
94695000,-241821497,538575616,240576530,197
94695100,-241821497,538575616,240576530,197
94695200,-241821497,538575616,240576530,197
94695300,-241821497,538575616,240576530,197
94695400,-241821497,538575616,240576530,197
94695500,-241821497,538575616,240576530,197
94695600,-241821497,538575616,240576530,197
94695700,-241821497,538575616,240576530,197
94695800,-241821497,538575616,240576530,197
94695900,-241821497,538575616,240576530,197
94696000,-241821497,538575616,240576530,197
94696100,-241821497,538575616,240576530,197
94696200,-241821497,538575616,240576530,197
94696300,-241821497,538575616,240576530,197
94696400,-241821497,538575616,240576530,197
94696500,-241821497,538575616,240576530,197
94696600,-241821497,538575616,240576530,197
94696700,-241821497,538575616,240576530,197
94696800,-241821497,538575616,240576530,197
94696900,-241821497,538575616,240576530,197
94697000,-241821497,538575616,240576530,197
94697100,-241821497,538575616,240576530,197
94697300,-241821497,538575616,240576530,197
94697400,-241821497,538575616,240576530,197
94697500,-241821497,538575616,240576530,197
94697600,-241821497,538575616,240576530,197
94697700,-241821497,538575616,240576530,197
94697800,-241821497,538575616,240576530,197
94697900,-241821497,538575616,240576530,197
94698000,-241821497,538575616,240576530,197
94698100,-241821497,538575616,240576530,197
94698300,-241821497,538575616,240576530,197
94698400,-241821497,538575616,240576530,197
94698500,-241821497,538575616,240576530,197
94698600,-241821497,538575616,240576530,197
94698700,-241821497,538575616,240576530,197
94698800,-241821497,538575616,240576530,197
94698900,-241821497,538575616,240576530,197
94699000,-241821497,538575616,240576530,197
94699100,-241821497,538575616,240576530,197
94699200,-241821497,538575616,240576530,197
94699400,-241821497,538575616,240576530,197
94699500,-241821497,538575616,240576530,197
94699600,-241821497,538575616,240576530,197
94699700,-241821497,538575616,240576530,197
94699800,-241821497,538575616,240576530,197
94699900,-241821497,538575616,240576530,197
94700000,-241821497,538575616,240576530,197
94700100,-241821497,538575616,240576530,197
94700200,-241821497,538575616,240576530,197
94700400,-241821497,538575616,240576530,197
94700500,-241821497,538575616,240576530,197
94700600,-241821497,538575616,240576530,197
94700700,-241821497,538575616,240576530,197
94700800,-241821497,538575616,240576530,197
94700900,-241821497,538575616,240576530,197
94701000,-241821497,538575616,240576530,197
94701100,-241821497,538575616,240576530,197
94701200,-241821497,538575616,240576530,197
94701300,-241821497,538575616,240576530,197
94701500,-241821497,538575616,240576530,197
94701600,-241821497,538575616,240576530,197
94701700,-241821497,538575616,240576530,197
94701800,-241821497,538575616,240576530,197
94701900,-241821497,538575616,240576530,197
94702000,-241821497,538575616,240576530,197
94702100,-241821497,538575616,240576530,197
94702200,-241821497,538575616,240576530,197
94702300,-241821497,538575616,240576530,197
94702500,-241821497,538575616,240576530,197
94702600,-241821497,538575616,240576530,197
94702700,-241821497,538575616,240576530,197
94702800,-241821497,538575616,240576530,197
94702900,-241821497,538575616,240576530,197
94703100,-241821497,538575616,240576530,197
94703200,-241821497,538575616,240576530,197
94703300,-241821497,538575616,240576530,197
94703400,-241821497,538575616,240576530,197
94703500,-241821497,538575616,240576530,197
94703700,-241821497,538575616,240576530,197
94703800,-241821497,538575616,240576530,197
94703900,-241821497,538575616,240576530,197
94704000,-241821497,538575616,240576530,197
94704200,-241821497,538575616,240576530,197
94704300,-241821497,538575616,240576530,197
94704400,-241821497,538575616,240576530,197
94704500,-241821497,538575616,240576530,197
94704700,-241821497,538575616,240576530,197
94704800,-241821497,538575616,240576530,197
94704900,-241821497,538575616,240576530,197
94705000,-241821497,538575616,240576530,197
94705100,-241821497,538575616,240576530,197
94705200,-241821497,538575616,240576530,197
94705300,-241821497,538575616,240576530,197
94705400,-241821497,538575616,240576530,197
94705500,-241821497,538575616,240576530,197
94705600,-241821497,538575616,240576530,197
94705800,-241821497,538575616,240576530,197
94705900,-241821497,538575616,240576530,197
94706000,-241821497,538575616,240576530,197
94706100,-241821497,538575616,240576530,197
94706300,-241821497,538575616,240576530,197
94706400,-241821497,538575616,240576530,197
94706500,-241821497,538575616,240576530,197
94706600,-241821497,538575616,240576530,197
94706700,-241821497,538575616,240576530,197
94706900,-241821497,538575616,240576530,197
94707000,-241821497,538575616,240576530,197
94707100,-241821497,538575616,240576530,197
94707200,-241821497,538575616,240576530,197
94707400,-241821497,538575616,240576530,197
94707500,-241821497,538575616,240576530,197
94707600,-241821497,538575616,240576530,197
94707700,-241821497,538575616,240576530,197
94707800,-241821497,538575616,240576530,197
94707900,-241821497,538575616,240576530,197
94708000,-241821497,538575616,240576530,197
94708100,-241821497,538575616,240576530,197
94708200,-241821497,538575616,240576530,197
94708300,-241821497,538575616,240576530,197
94708400,-241821497,538575616,240576530,197
94708500,-241821497,538575616,240576530,197
94708600,-241821497,538575616,240576530,197
94708700,-241821497,538575616,240576530,197
94708800,-241821497,538575616,240576530,197
94709100,-241821497,538575616,240576530,197
94709200,-241821497,538575616,240576530,197
94709300,-241821497,538575616,240576530,197
94709400,-241821497,538575616,240576530,197
94709500,-241821497,538575616,240576530,197
94709800,-241821497,538575616,240576530,197
94709900,-241821497,538575616,240576530,197
94710000,-241821497,538575616,240576530,197
94710100,-241821497,538575616,240576530,197
94710200,-241821497,538575616,240576530,197
94710400,-241821497,538575616,240576530,197
94710500,-241821497,538575616,240576530,197
94710600,-241821497,538575616,240576530,197
94710700,-241821497,538575616,240576530,197
94710800,-241821497,538575616,240576530,197
94711000,-241821497,538575616,240576530,197
94711100,-241821497,538575616,240576530,197
94711200,-241821497,538575616,240576530,197
94711300,-241821497,538575616,240576530,197
94711500,-241821497,538575616,240576530,197
94711600,-241821497,538575616,240576530,197
94711700,-241821497,538575616,240576530,197
94711800,-241821497,538575616,240576530,197
94711900,-241821497,538575616,240576530,197
94712100,-241821497,538575616,240576530,197
94712200,-241821497,538575616,240576530,197
94712300,-241821497,538575616,240576530,197
94712400,-241821497,538575616,240576530,197
94712500,-241821497,538575616,240576530,197
94712600,-241821497,538575616,240576530,197
94712700,-241821497,538575616,240576530,197
94712800,-241821497,538575616,240576530,197
94712900,-241821497,538575616,240576530,197
94713000,-241821497,538575616,240576530,197
94713200,-241821497,538575616,240576530,197
94713300,-241821497,538575616,240576530,197
94713400,-241821497,538575616,240576530,197
94713500,-241821497,538575616,240576530,197
94713600,-241821497,538575616,240576530,197
94713800,-241821497,538575616,240576530,197
94713900,-241821497,538575616,240576530,197
94714000,-241821497,538575616,240576530,197
94714100,-241821497,538575616,240576530,197
94714200,-241821497,538575616,240576530,197
94714300,-241821497,538575616,240576530,197
94714400,-241821497,538575616,240576530,197
94714500,-241821497,538575616,240576530,197
94714600,-241821497,538575616,240576530,197
94714700,-241821497,538575616,240576530,197
94714900,-241821497,538575616,240576530,197
94715000,-241821497,538575616,240576530,197
94715100,-241821497,538575616,240576530,197
94715200,-241821497,538575616,240576530,197
94715400,-241821497,538575616,240576530,197
94715500,-241821497,538575616,240576530,197
94715600,-241821497,538575616,240576530,197
94715700,-241821497,538575616,240576530,197
94715900,-241821497,538575616,240576530,197
94716000,-241821497,538575616,240576530,197
94716100,-241821497,538575616,240576530,197
94716200,-241821497,538575616,240576530,197
94716300,-241821497,538575616,240576530,197
94716400,-241821497,538575616,240576530,197
94716500,-241821497,538575616,240576530,197
94716600,-241821497,538575616,240576530,197
