iTOW,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid,tAcc
94608100,94608,100340321,1366,18,1,1,1,2
94608200,94608,200340300,1366,18,1,1,1,2
94608300,94608,300340279,1366,18,1,1,1,2
94608400,94608,400340258,1366,18,1,1,1,2
94609100,94609,100340111,1366,18,1,1,1,2
94609200,94609,200340090,1366,18,1,1,1,2
94609300,94609,300340069,1366,18,1,1,1,2
94609400,94609,400340048,1366,18,1,1,1,2
94609500,94610,-499659973,1366,18,1,1,1,2
94610200,94610,200339880,1366,18,1,1,1,2
94610300,94610,300339859,1366,18,1,1,1,2
94610400,94610,400339838,1366,18,1,1,1,2
94610500,94611,-499660183,1366,18,1,1,1,2
94610600,94611,-399660204,1366,18,1,1,1,2
94611600,94612,-399660414,1366,18,1,1,1,2
94612300,94612,300339438,1366,18,1,1,1,2
94612400,94612,400339417,1366,18,1,1,1,2
94612500,94613,-499660604,1366,18,1,1,1,2
94612600,94613,-399660625,1366,18,1,1,1,2
94612700,94613,-299660646,1366,18,1,1,1,2
94613400,94613,400339206,1366,18,1,1,1,2
94613500,94614,-499660815,1366,18,1,1,1,2
94613600,94614,-399660836,1366,18,1,1,1,2
94613700,94614,-299660857,1366,18,1,1,1,2
94613800,94614,-199660878,1366,18,1,1,1,2
94614600,94615,-399661046,1366,18,1,1,1,2
94614700,94615,-299661066,1366,18,1,1,1,2
94614800,94615,-199661087,1366,18,1,1,1,2
94614900,94615,-99661108,1366,18,1,1,1,2
94615700,94616,-299661276,1366,18,1,1,1,2
94615800,94616,-199661297,1366,18,1,1,1,2
94615900,94616,-99661318,1366,18,1,1,1,2
94616000,94616,338661,1366,18,1,1,1,2
94616100,94616,100338640,1366,18,1,1,1,2
94616900,94617,-99661528,1366,18,1,1,1,2
94617000,94617,338451,1366,18,1,1,1,2
94617100,94617,100338430,1366,18,1,1,1,2
94617200,94617,200338409,1366,18,1,1,1,2
94617300,94617,300338388,1366,18,1,1,1,2
94618100,94618,100338219,1366,18,1,1,1,2
94618200,94618,200338198,1366,18,1,1,1,2
94618300,94618,300338177,1366,18,1,1,1,2
94618400,94618,400338156,1366,18,1,1,1,2
94619100,94619,100338009,1366,18,1,1,1,2
94619200,94619,200337988,1366,18,1,1,1,2
94619300,94619,300337966,1366,18,1,1,1,2
94619400,94619,400337945,1366,18,1,1,1,2
94619500,94620,-499662076,1366,18,1,1,1,2
94619700,94620,-299662119,1366,18,1,1,1,2
94619800,94620,-199662140,1366,18,1,1,1,2
94619900,94620,-99662161,1366,18,1,1,1,2
94620000,94620,337818,1366,18,1,1,1,2
94620200,94620,200337775,1366,18,1,1,1,2
94620300,94620,300337754,1366,18,1,1,1,2
94620400,94620,400337733,1366,18,1,1,1,2
94620500,94621,-499662288,1366,18,1,1,1,2
94620600,94621,-399662309,1366,18,1,1,1,2
94620700,94621,-299662330,1366,18,1,1,1,2
94620800,94621,-199662352,1366,18,1,1,1,2
94620900,94621,-99662373,1366,18,1,1,1,2
94621000,94621,337606,1366,18,1,1,1,2
94621100,94621,100337585,1366,18,1,1,1,2
94621200,94621,200337564,1366,18,1,1,1,2
94621300,94621,300337543,1366,18,1,1,1,2
94621400,94621,400337521,1366,18,1,1,1,2
94621500,94622,-499662500,1366,18,1,1,1,2
94621600,94622,-399662521,1366,18,1,1,1,2
94621700,94622,-299662542,1366,18,1,1,1,2
94621800,94622,-199662563,1366,18,1,1,1,2
94621900,94622,-99662584,1366,18,1,1,1,2
94622000,94622,337395,1366,18,1,1,1,2
94622100,94622,100337374,1366,18,1,1,1,2
94622200,94622,200337353,1366,18,1,1,1,2
94622300,94622,300337332,1366,18,1,1,1,2
94622400,94622,400337311,1366,18,1,1,1,2
94622500,94623,-499662710,1366,18,1,1,1,2
94622600,94623,-399662731,1366,18,1,1,1,2
94622700,94623,-299662753,1366,18,1,1,1,2
94622800,94623,-199662774,1366,18,1,1,1,2
94622900,94623,-99662795,1366,18,1,1,1,2
94623000,94623,337184,1366,18,1,1,1,2
94623100,94623,100337163,1366,18,1,1,1,2
94623200,94623,200337141,1366,18,1,1,1,2
94623300,94623,300337120,1366,18,1,1,1,2
94623400,94623,400337099,1366,18,1,1,1,2
94623500,94624,-499662922,1366,18,1,1,1,2
94623600,94624,-399662943,1366,18,1,1,1,2
94623700,94624,-299662965,1366,18,1,1,1,2
94623800,94624,-199662986,1366,18,1,1,1,2
94623900,94624,-99663007,1366,18,1,1,1,2
94624000,94624,336972,1366,18,1,1,1,2
94624100,94624,100336951,1366,18,1,1,1,2
94624200,94624,200336930,1366,18,1,1,1,2
94624300,94624,300336908,1366,18,1,1,1,2
94624400,94624,400336887,1366,18,1,1,1,3
94624500,94625,-499663134,1366,18,1,1,1,3
94624600,94625,-399663155,1366,18,1,1,1,3
94624700,94625,-299663176,1366,18,1,1,1,2
94624800,94625,-199663197,1366,18,1,1,1,2
94624900,94625,-99663218,1366,18,1,1,1,2
94625000,94625,336756,1366,18,1,1,1,8
94625100,94625,100336735,1366,18,1,1,1,6
94625200,94625,200336715,1366,18,1,1,1,5
94625300,94625,300336694,1366,18,1,1,1,4
94625400,94625,400336672,1366,18,1,1,1,4
94625500,94626,-499663352,1366,18,1,1,1,8
94625600,94626,-399663374,1366,18,1,1,1,6
94625700,94626,-299663392,1366,18,1,1,1,5
94625800,94626,-199663412,1366,18,1,1,1,4
94625900,94626,-99663433,1366,18,1,1,1,4
94626000,94626,336545,1366,18,1,1,1,4
94626100,94626,100336525,1366,18,1,1,1,4
94626200,94626,200336504,1366,18,1,1,1,3
94626300,94626,300336483,1366,18,1,1,1,3
94626400,94626,400336462,1366,18,1,1,1,3
94626500,94627,-499663559,1366,18,1,1,1,3
94626600,94627,-399663581,1366,18,1,1,1,3
94626700,94627,-299663602,1366,18,1,1,1,3
94626800,94627,-199663623,1366,18,1,1,1,3
94626900,94627,-99663644,1366,18,1,1,1,3
94627000,94627,336334,1366,18,1,1,1,3
94627100,94627,100336313,1366,18,1,1,1,3
94627200,94627,200336292,1366,18,1,1,1,3
94627300,94627,300336270,1366,18,1,1,1,3
94627400,94627,400336249,1366,18,1,1,1,3
94627500,94628,-499663772,1366,18,1,1,1,3
94627600,94628,-399663793,1366,18,1,1,1,3
94627700,94628,-299663814,1366,18,1,1,1,3
94627800,94628,-199663835,1366,18,1,1,1,3
94627900,94628,-99663856,1366,18,1,1,1,3
94628000,94628,336122,1366,18,1,1,1,3
94628100,94628,100336101,1366,18,1,1,1,3
94628200,94628,200336081,1366,18,1,1,1,9
94628400,94628,400336039,1366,18,1,1,1,6
94628500,94629,-499663982,1366,18,1,1,1,9
94628600,94629,-399664003,1366,18,1,1,1,9
94628700,94629,-299664027,1366,18,1,1,1,9
94628800,94629,-199664041,1366,18,1,1,1,9
94628900,94629,-99664065,1366,18,1,1,1,9
94629000,94629,335913,1366,18,1,1,1,9
94629100,94629,100335893,1366,18,1,1,1,9
94629200,94629,200335871,1366,18,1,1,1,9
94629300,94629,300335854,1366,18,1,1,1,9
94629400,94629,400335831,1366,18,1,1,1,9
94629500,94630,-499664189,1366,18,1,1,1,9
94629600,94630,-399664210,1366,18,1,1,1,9
94629700,94630,-299664234,1366,18,1,1,1,7
94629900,94630,-99664276,1366,18,1,1,1,9
94630000,94630,335705,1366,18,1,1,1,9
94630200,94630,200335659,1366,18,1,1,1,9
94630300,94630,300335640,1366,18,1,1,1,9
94630400,94630,400335617,1366,18,1,1,1,9
94630500,94631,-499664405,1366,18,1,1,1,9
94630600,94631,-399664426,1366,18,1,1,1,9
94630700,94631,-299664446,1366,18,1,1,1,9
94630800,94631,-199664465,1366,18,1,1,1,9
94630900,94631,-99664485,1366,18,1,1,1,9
94631000,94631,335493,1366,18,1,1,1,9
94631100,94631,100335471,1366,18,1,1,1,9
94631200,94631,200335452,1366,18,1,1,1,9
94631300,94631,300335431,1366,18,1,1,1,9
94631400,94631,400335410,1366,18,1,1,1,9
94631500,94632,-499664613,1366,18,1,1,1,9
94631600,94632,-399664634,1366,18,1,1,1,9
94631700,94632,-299664653,1366,18,1,1,1,10
94631800,94632,-199664672,1366,18,1,1,1,10
94631900,94632,-99664693,1366,18,1,1,1,9
94632000,94632,335286,1366,18,1,1,1,10
94632100,94632,100335264,1366,18,1,1,1,10
94632200,94632,200335247,1366,18,1,1,1,9
94632300,94632,300335224,1366,18,1,1,1,9
94632400,94632,400335203,1366,18,1,1,1,10
94632500,94633,-499664831,1366,18,1,1,1,10
94632600,94633,-399664838,1366,18,1,1,1,9
94632700,94633,-299664861,1366,18,1,1,1,9
94632800,94633,-199664881,1366,18,1,1,1,10
94632900,94633,-99664900,1366,18,1,1,1,10
94633000,94633,335079,1366,18,1,1,1,10
94633200,94633,200335036,1366,18,1,1,1,10
94633300,94633,300335013,1366,18,1,1,1,10
94633400,94633,400334995,1366,18,1,1,1,10
94633500,94634,-499665029,1366,18,1,1,1,10
94633600,94634,-399665048,1366,18,1,1,1,10
94633700,94634,-299665069,1366,18,1,1,1,10
94633800,94634,-199665089,1366,18,1,1,1,10
94633900,94634,-99665112,1366,18,1,1,1,10
94634000,94634,334869,1366,18,1,1,1,10
94634100,94634,100334848,1366,18,1,1,1,10
94634200,94634,200334829,1366,18,1,1,1,10
94634300,94634,300334806,1366,18,1,1,1,10
94634400,94634,400334785,1366,18,1,1,1,10
94634500,94635,-499665236,1366,18,1,1,1,10
94634600,94635,-399665256,1366,18,1,1,1,10
94634700,94635,-299665275,1366,18,1,1,1,10
94634800,94635,-199665298,1366,18,1,1,1,10
94634900,94635,-99665318,1366,18,1,1,1,10
94635000,94635,334661,1366,18,1,1,1,10
94635100,94635,100334637,1366,18,1,1,1,7
94635200,94635,200334616,1366,18,1,1,1,6
94635300,94635,300334596,1366,18,1,1,1,6
94635400,94635,400334576,1366,18,1,1,1,5
94635500,94636,-499665444,1366,18,1,1,1,5
94635600,94636,-399665465,1366,18,1,1,1,4
94635700,94636,-299665486,1366,18,1,1,1,4
94635800,94636,-199665507,1366,18,1,1,1,4
94635900,94636,-99665528,1366,18,1,1,1,4
94636000,94636,334449,1366,18,1,1,1,10
94636100,94636,100334431,1366,18,1,1,1,10
94636200,94636,200334407,1366,18,1,1,1,10
94636300,94636,300334388,1366,18,1,1,1,10
94636400,94636,400334367,1366,18,1,1,1,10
94636500,94637,-499665655,1366,18,1,1,1,10
94636600,94637,-399665677,1366,18,1,1,1,10
94636700,94637,-299665697,1366,18,1,1,1,10
94636800,94637,-199665718,1366,18,1,1,1,10
94636900,94637,-99665736,1366,18,1,1,1,11
94637000,94637,334243,1366,18,1,1,1,10
94637100,94637,100334222,1366,18,1,1,1,10
94637200,94637,200334201,1366,18,1,1,1,10
94637300,94637,300334178,1366,18,1,1,1,10
94637400,94637,400334157,1366,18,1,1,1,10
94637500,94638,-499665864,1366,18,1,1,1,10
94637600,94638,-399665885,1366,18,1,1,1,10
94637700,94638,-299665907,1366,18,1,1,1,10
94637800,94638,-199665928,1366,18,1,1,1,10
94637900,94638,-99665949,1366,18,1,1,1,10
94638000,94638,334031,1366,18,1,1,1,10
94638100,94638,100334011,1366,18,1,1,1,10
94638200,94638,200333990,1366,18,1,1,1,10
94638300,94638,300333970,1366,18,1,1,1,10
94638400,94638,400333947,1366,18,1,1,1,9
94638500,94639,-499666074,1366,18,1,1,1,9
94638600,94639,-399666095,1366,18,1,1,1,9
94638700,94639,-299666116,1366,18,1,1,1,9
94638800,94639,-199666137,1366,18,1,1,1,9
94638900,94639,-99666158,1366,18,1,1,1,9
94639000,94639,333821,1366,18,1,1,1,9
94639100,94639,100333800,1366,18,1,1,1,9
94639200,94639,200333778,1366,18,1,1,1,9
94639300,94639,300333758,1366,18,1,1,1,10
94639400,94639,400333738,1366,18,1,1,1,10
94639500,94640,-499666285,1366,18,1,1,1,10
94639600,94640,-399666304,1366,18,1,1,1,10
94639700,94640,-299666326,1366,18,1,1,1,10
94639800,94640,-199666347,1366,18,1,1,1,10
94639900,94640,-99666368,1366,18,1,1,1,10
94640000,94640,333612,1366,18,1,1,1,10
94640100,94640,100333590,1366,18,1,1,1,10
94640200,94640,200333570,1366,18,1,1,1,10
94640300,94640,300333550,1366,18,1,1,1,10
94640400,94640,400333531,1366,18,1,1,1,10
94640500,94641,-499666492,1366,18,1,1,1,10
94640600,94641,-399666513,1366,18,1,1,1,9
94640700,94641,-299666534,1366,18,1,1,1,9
94640800,94641,-199666555,1366,18,1,1,1,9
94640900,94641,-99666576,1366,18,1,1,1,9
94641000,94641,333401,1366,18,1,1,1,9
94641100,94641,100333381,1366,18,1,1,1,10
94641200,94641,200333361,1366,18,1,1,1,10
94641300,94641,300333339,1366,18,1,1,1,10
94641400,94641,400333319,1366,18,1,1,1,10
94641500,94642,-499666702,1366,18,1,1,1,10
94641600,94642,-399666725,1366,18,1,1,1,10
94641700,94642,-299666744,1366,18,1,1,1,10
94641800,94642,-199666762,1366,18,1,1,1,10
94641900,94642,-99666783,1366,18,1,1,1,10
94642000,94642,333197,1366,18,1,1,1,10
94642100,94642,100333176,1366,18,1,1,1,10
94642200,94642,200333157,1366,18,1,1,1,10
94642300,94642,300333135,1366,18,1,1,1,10
94642400,94642,400333114,1366,18,1,1,1,10
94642500,94643,-499666907,1366,18,1,1,1,10
94642600,94643,-399666928,1366,18,1,1,1,10
94642700,94643,-299666949,1366,18,1,1,1,10
94642800,94643,-199666971,1366,18,1,1,1,10
94642900,94643,-99666993,1366,18,1,1,1,10
94643000,94643,332986,1366,18,1,1,1,10
94643100,94643,100332966,1366,18,1,1,1,10
94643200,94643,200332944,1366,18,1,1,1,10
94643300,94643,300332923,1366,18,1,1,1,10
94643400,94643,400332902,1366,18,1,1,1,10
94643500,94644,-499667120,1366,18,1,1,1,10
94643600,94644,-399667141,1366,18,1,1,1,10
94643700,94644,-299667162,1366,18,1,1,1,10
94643800,94644,-199667183,1366,18,1,1,1,10
94643900,94644,-99667204,1366,18,1,1,1,10
94644000,94644,332775,1366,18,1,1,1,10
94644100,94644,100332754,1366,18,1,1,1,10
94644200,94644,200332733,1366,18,1,1,1,10
94644300,94644,300332712,1366,18,1,1,1,10
94644400,94644,400332692,1366,18,1,1,1,10
94644500,94645,-499667330,1366,18,1,1,1,10
94644600,94645,-399667351,1366,18,1,1,1,10
94644700,94645,-299667372,1366,18,1,1,1,10
94644800,94645,-199667392,1366,18,1,1,1,10
94644900,94645,-99667414,1366,18,1,1,1,10
94645000,94645,332565,1366,18,1,1,1,10
94645100,94645,100332545,1366,18,1,1,1,10
94645200,94645,200332523,1366,18,1,1,1,10
94645300,94645,300332502,1366,18,1,1,1,10
94645400,94645,400332482,1366,18,1,1,1,10
94645500,94646,-499667541,1366,18,1,1,1,10
94645600,94646,-399667562,1366,18,1,1,1,10
94645700,94646,-299667583,1366,18,1,1,1,10
94645800,94646,-199667604,1366,18,1,1,1,10
94645900,94646,-99667625,1366,18,1,1,1,10
94646000,94646,332354,1366,18,1,1,1,10
94646100,94646,100332333,1366,18,1,1,1,10
94646200,94646,200332312,1366,18,1,1,1,9
94646300,94646,300332291,1366,18,1,1,1,9
94646400,94646,400332270,1366,18,1,1,1,9
94646500,94647,-499667750,1366,18,1,1,1,10
94646600,94647,-399667771,1366,18,1,1,1,9
94646700,94647,-299667793,1366,18,1,1,1,9
94646800,94647,-199667813,1366,18,1,1,1,10
94646900,94647,-99667834,1366,18,1,1,1,10
94647000,94647,332145,1366,18,1,1,1,10
94647100,94647,100332123,1366,18,1,1,1,10
94647200,94647,200332102,1366,18,1,1,1,10
94647300,94647,300332081,1366,18,1,1,1,10
94647400,94647,400332060,1366,18,1,1,1,10
94647500,94648,-499667961,1366,18,1,1,1,10
94647600,94648,-399667982,1366,18,1,1,1,10
94647700,94648,-299668002,1366,18,1,1,1,10
94647800,94648,-199668023,1366,18,1,1,1,9
94647900,94648,-99668044,1366,18,1,1,1,10
94648000,94648,331935,1366,18,1,1,1,10
94648100,94648,100331914,1366,18,1,1,1,10
94648200,94648,200331893,1366,18,1,1,1,10
94648300,94648,300331872,1366,18,1,1,1,10
94648400,94648,400331851,1366,18,1,1,1,10
94648500,94649,-499668170,1366,18,1,1,1,10
94648600,94649,-399668191,1366,18,1,1,1,10
94648700,94649,-299668212,1366,18,1,1,1,10
94648800,94649,-199668233,1366,18,1,1,1,10
94648900,94649,-99668253,1366,18,1,1,1,10
94649000,94649,331725,1366,18,1,1,1,10
94649100,94649,100331704,1366,18,1,1,1,10
94649200,94649,200331683,1366,18,1,1,1,10
94649300,94649,300331662,1366,18,1,1,1,10
94649400,94649,400331641,1366,18,1,1,1,10
94649500,94650,-499668380,1366,18,1,1,1,10
94649600,94650,-399668401,1366,18,1,1,1,10
94649700,94650,-299668422,1366,18,1,1,1,10
94649800,94650,-199668443,1366,18,1,1,1,10
94649900,94650,-99668465,1366,18,1,1,1,10
94650000,94650,331514,1366,18,1,1,1,10
94650100,94650,100331493,1366,18,1,1,1,10
94650200,94650,200331472,1366,18,1,1,1,10
94650300,94650,300331451,1366,18,1,1,1,10
94650400,94650,400331430,1366,18,1,1,1,10
94650500,94651,-499668591,1366,18,1,1,1,10
94650600,94651,-399668612,1366,18,1,1,1,10
94650700,94651,-299668632,1366,18,1,1,1,10
94650800,94651,-199668653,1366,18,1,1,1,10
94650900,94651,-99668674,1366,18,1,1,1,10
94651000,94651,331304,1366,18,1,1,1,10
94651100,94651,100331285,1366,18,1,1,1,10
94651200,94651,200331262,1366,18,1,1,1,10
94651300,94651,300331242,1366,18,1,1,1,10
94651400,94651,400331221,1366,18,1,1,1,10
94651500,94652,-499668800,1366,18,1,1,1,10
94651600,94652,-399668820,1366,18,1,1,1,10
94651700,94652,-299668839,1366,18,1,1,1,10
94651800,94652,-199668859,1366,18,1,1,1,10
94651900,94652,-99668880,1366,18,1,1,1,10
94652000,94652,331097,1366,18,1,1,1,10
94652200,94652,200331055,1366,18,1,1,1,10
94652300,94652,300331033,1366,18,1,1,1,10
94652400,94652,400331013,1366,18,1,1,1,10
94652500,94653,-499669007,1366,18,1,1,1,10
94652600,94653,-399669029,1366,18,1,1,1,10
94652700,94653,-299669053,1366,18,1,1,1,10
94652800,94653,-199669076,1366,18,1,1,1,10
94652900,94653,-99669098,1366,18,1,1,1,10
94653000,94653,330881,1366,18,1,1,1,10
94653100,94653,100330865,1366,18,1,1,1,10
94653200,94653,200330838,1366,18,1,1,1,10
94653300,94653,300330817,1366,18,1,1,1,10
94653400,94653,400330798,1366,18,1,1,1,10
94653500,94654,-499669220,1366,18,1,1,1,10
94653600,94654,-399669240,1366,18,1,1,1,10
94653700,94654,-299669262,1366,18,1,1,1,10
94653800,94654,-199669286,1366,18,1,1,1,10
94653900,94654,-99669306,1366,18,1,1,1,10
94654000,94654,330673,1366,18,1,1,1,10
94654100,94654,100330654,1366,18,1,1,1,10
94654200,94654,200330631,1366,18,1,1,1,10
94654300,94654,300330610,1366,18,1,1,1,10
94654400,94654,400330589,1366,18,1,1,1,9
94654500,94655,-499669429,1366,18,1,1,1,9
94654600,94655,-399669449,1366,18,1,1,1,9
94654700,94655,-299669474,1366,18,1,1,1,9
94654800,94655,-199669495,1366,18,1,1,1,9
94654900,94655,-99669511,1366,18,1,1,1,9
94655000,94655,330467,1366,18,1,1,1,9
94655200,94655,200330423,1366,18,1,1,1,9
94655300,94655,300330406,1366,18,1,1,1,9
94655400,94655,400330382,1366,18,1,1,1,9
94655500,94656,-499669643,1366,18,1,1,1,9
94655600,94656,-399669668,1366,18,1,1,1,9
94655700,94656,-299669686,1366,18,1,1,1,9
94655800,94656,-199669712,1366,18,1,1,1,9
94655900,94656,-99669728,1366,18,1,1,1,9
94656000,94656,330249,1366,18,1,1,1,9
94656200,94656,200330209,1366,18,1,1,1,9
94656300,94656,300330187,1366,18,1,1,1,9
94656400,94656,400330164,1366,18,1,1,1,9
94656500,94657,-499669856,1366,18,1,1,1,9
94656600,94657,-399669877,1366,18,1,1,1,9
94656700,94657,-299669900,1366,18,1,1,1,9
94656800,94657,-199669920,1366,18,1,1,1,9
94656900,94657,-99669942,1366,18,1,1,1,9
94657000,94657,330035,1366,18,1,1,1,9
94657100,94657,100330014,1366,18,1,1,1,9
94657200,94657,200329996,1366,18,1,1,1,9
94657300,94657,300329973,1366,18,1,1,1,9
94657400,94657,400329952,1366,18,1,1,1,9
94657500,94658,-499670070,1366,18,1,1,1,9
94657600,94658,-399670092,1366,18,1,1,1,6
94657700,94658,-299670113,1366,18,1,1,1,5
94657800,94658,-199670134,1366,18,1,1,1,5
94657900,94658,-99670155,1366,18,1,1,1,4
94658000,94658,329824,1366,18,1,1,1,4
94658100,94658,100329806,1366,18,1,1,1,8
94658200,94658,200329784,1366,18,1,1,1,8
94658300,94658,300329763,1366,18,1,1,1,9
94658400,94658,400329743,1366,18,1,1,1,8
94658500,94659,-499670280,1366,18,1,1,1,9
94658600,94659,-399670300,1366,18,1,1,1,9
94658700,94659,-299670320,1366,18,1,1,1,9
94658800,94659,-199670340,1366,18,1,1,1,9
94658900,94659,-99670360,1366,18,1,1,1,9
94659000,94659,329617,1366,18,1,1,1,9
94659100,94659,100329597,1366,18,1,1,1,9
94659200,94659,200329573,1366,18,1,1,1,9
94659300,94659,300329552,1366,18,1,1,1,9
94659400,94659,400329532,1366,18,1,1,1,9
94659500,94660,-499670490,1366,18,1,1,1,9
94659600,94660,-399670510,1366,18,1,1,1,9
94659700,94660,-299670530,1366,18,1,1,1,9
94659800,94660,-199670555,1366,18,1,1,1,9
94659900,94660,-99670577,1366,18,1,1,1,9
94660000,94660,329403,1366,18,1,1,1,9
94660100,94660,100329384,1366,18,1,1,1,9
94660200,94660,200329365,1366,18,1,1,1,9
94660300,94660,300329344,1366,18,1,1,1,9
94660400,94660,400329322,1366,18,1,1,1,8
94660500,94661,-499670698,1366,18,1,1,1,8
94660600,94661,-399670719,1366,18,1,1,1,9
94660700,94661,-299670743,1366,18,1,1,1,9
94660800,94661,-199670765,1366,18,1,1,1,9
94660900,94661,-99670785,1366,18,1,1,1,9
94661000,94661,329197,1366,18,1,1,1,9
94661100,94661,100329175,1366,18,1,1,1,9
94661200,94661,200329154,1366,18,1,1,1,9
94661300,94661,300329133,1366,18,1,1,1,9
94661400,94661,400329112,1366,18,1,1,1,9
94661500,94662,-499670911,1366,18,1,1,1,9
94661600,94662,-399670929,1366,18,1,1,1,9
94661700,94662,-299670951,1366,18,1,1,1,9
94661800,94662,-199670972,1366,18,1,1,1,8
94661900,94662,-99670994,1366,18,1,1,1,9
94662000,94662,328984,1366,18,1,1,1,9
94662100,94662,100328964,1366,18,1,1,1,9
94662200,94662,200328938,1366,18,1,1,1,9
94662300,94662,300328917,1366,18,1,1,1,6
94662400,94662,400328896,1366,18,1,1,1,5
94662500,94663,-499671125,1366,18,1,1,1,5
94662600,94663,-399671146,1366,18,1,1,1,4
94662700,94663,-299671167,1366,18,1,1,1,4
94662800,94663,-199671189,1366,18,1,1,1,4
94662900,94663,-99671210,1366,18,1,1,1,8
94663000,94663,328768,1366,18,1,1,1,8
94663100,94663,100328748,1366,18,1,1,1,8
94663200,94663,200328727,1366,18,1,1,1,8
94663300,94663,300328707,1366,18,1,1,1,8
94663400,94663,400328686,1366,18,1,1,1,8
94663500,94664,-499671335,1366,18,1,1,1,8
94663600,94664,-399671356,1366,18,1,1,1,9
94663700,94664,-299671375,1366,18,1,1,1,8
94663800,94664,-199671396,1366,18,1,1,1,8
94663900,94664,-99671419,1366,18,1,1,1,6
94664000,94664,328561,1366,18,1,1,1,8
94664100,94664,100328538,1366,18,1,1,1,8
94664200,94664,200328517,1366,18,1,1,1,8
94664300,94664,300328492,1366,18,1,1,1,8
94664400,94664,400328474,1366,18,1,1,1,8
94664500,94665,-499671547,1366,18,1,1,1,8
94664600,94665,-399671566,1366,18,1,1,1,8
94664700,94665,-299671589,1366,18,1,1,1,8
94664800,94665,-199671608,1366,18,1,1,1,8
94664900,94665,-99671629,1366,18,1,1,1,6
94665000,94665,328351,1366,18,1,1,1,8
94665100,94665,100328330,1366,18,1,1,1,8
94665200,94665,200328308,1366,18,1,1,1,8
94665300,94665,300328285,1366,18,1,1,1,8
94665400,94665,400328263,1366,18,1,1,1,8
94665500,94666,-499671758,1366,18,1,1,1,8
94665600,94666,-399671781,1366,18,1,1,1,8
94665700,94666,-299671802,1366,18,1,1,1,6
94665800,94666,-199671822,1366,18,1,1,1,8
94665900,94666,-99671844,1366,18,1,1,1,8
94666000,94666,328131,1366,18,1,1,1,8
94666100,94666,100328110,1366,18,1,1,1,8
94666200,94666,200328090,1366,18,1,1,1,6
94666300,94666,300328069,1366,18,1,1,1,8
94666400,94666,400328047,1366,18,1,1,1,7
94666500,94667,-499671974,1366,18,1,1,1,7
94666600,94667,-399671997,1366,18,1,1,1,8
94666700,94667,-299672017,1366,18,1,1,1,6
94666800,94667,-199672039,1366,18,1,1,1,8
94666900,94667,-99672060,1366,18,1,1,1,8
94667000,94667,327920,1366,18,1,1,1,7
94667100,94667,100327898,1366,18,1,1,1,7
94667200,94667,200327877,1366,18,1,1,1,6
94667300,94667,300327857,1366,18,1,1,1,5
94667400,94667,400327835,1366,18,1,1,1,4
94667500,94668,-499672186,1366,18,1,1,1,4
94667600,94668,-399672207,1366,18,1,1,1,4
94667700,94668,-299672228,1366,18,1,1,1,4
94667800,94668,-199672249,1366,18,1,1,1,3
94667900,94668,-99672271,1366,18,1,1,1,3
94668000,94668,327708,1366,18,1,1,1,3
94668100,94668,100327687,1366,18,1,1,1,3
94668200,94668,200327665,1366,18,1,1,1,3
94668300,94668,300327644,1366,18,1,1,1,3
94668400,94668,400327623,1366,18,1,1,1,3
94668500,94669,-499672399,1366,18,1,1,1,3
94668600,94669,-399672420,1366,18,1,1,1,3
94668700,94669,-299672442,1366,18,1,1,1,3
94668800,94669,-199672463,1366,18,1,1,1,3
94668900,94669,-99672484,1366,18,1,1,1,3
94669000,94669,327495,1366,18,1,1,1,3
94669100,94669,100327473,1366,18,1,1,1,3
94669200,94669,200327452,1366,18,1,1,1,3
94669300,94669,300327431,1366,18,1,1,1,3
94669400,94669,400327410,1366,18,1,1,1,3
94669500,94670,-499672611,1366,18,1,1,1,3
94669600,94670,-399672632,1366,18,1,1,1,3
94669700,94670,-299672654,1366,18,1,1,1,3
94669800,94670,-199672675,1366,18,1,1,1,3
94669900,94670,-99672696,1366,18,1,1,1,3
94670000,94670,327283,1366,18,1,1,1,3
94670100,94670,100327261,1366,18,1,1,1,3
94670200,94670,200327240,1366,18,1,1,1,3
94670300,94670,300327219,1366,18,1,1,1,3
94670400,94670,400327198,1366,18,1,1,1,3
94670500,94671,-499672823,1366,18,1,1,1,3
94670600,94671,-399672845,1366,18,1,1,1,3
94670700,94671,-299672866,1366,18,1,1,1,3
94670800,94671,-199672887,1366,18,1,1,1,3
94670900,94671,-99672908,1366,18,1,1,1,3
94671000,94671,327071,1366,18,1,1,1,3
94671100,94671,100327050,1366,18,1,1,1,3
94671200,94671,200327029,1366,18,1,1,1,3
94671300,94671,300327008,1366,18,1,1,1,2
94671400,94671,400326986,1366,18,1,1,1,2
94671500,94672,-499673035,1366,18,1,1,1,2
94671600,94672,-399673056,1366,18,1,1,1,2
94671700,94672,-299673077,1366,18,1,1,1,2
94671800,94672,-199673098,1366,18,1,1,1,2
94671900,94672,-99673119,1366,18,1,1,1,2
94672000,94672,326860,1366,18,1,1,1,2
94672100,94672,100326839,1366,18,1,1,1,2
94672200,94672,200326818,1366,18,1,1,1,2
94672300,94672,300326797,1366,18,1,1,1,2
94672400,94672,400326776,1366,18,1,1,1,3
94672500,94673,-499673246,1366,18,1,1,1,3
94672600,94673,-399673267,1366,18,1,1,1,3
94672700,94673,-299673288,1366,18,1,1,1,3
